person,num_credits,potential_percent,def_percent,snl_percent,year_start,year_end,num_seasons_total,num_seasons_writer,num_seasons_headwriter,num_seasons_actor,num_seasons_rep,num_seasons_featured,num_seasons_middle,num_seasons_weekend_update,num_episodes_weekend_updates,best_of,num_episodes_hosted,imdb_link,num_episodes_writer,num_episodes_actor,num_episodes_other,coefficient
Tom Moore (III),24,0.4583333333333333,0.041666666666666664,0,1980.0,1981.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0601964/?ref_=fn_nm_nm_1,1.0,0.0,0.0,0.1511843117149448
Pamela Norris,21,0.47619047619047616,0.047619047619047616,0,1980.0,1984.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0635873/?ref_=fn_nm_nm_1,65.0,1.0,0.0,0.0122126028291114
Mark Reisman,19,0.631578947368421,0.05263157894736842,0,1980.0,1981.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0718459/?ref_=fn_nm_nm_1,4.0,0.0,0.0,0.0015457574980774
David Sheffield,16,0.9375,0.0625,0,1980.0,1983.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0790775/?ref_=fn_nm_nm_1,55.0,1.0,39.0,0.0110118617603877
Jeremy Stevens,15,0.8666666666666667,0.06666666666666667,0,1980.0,1981.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0828484/?ref_=fn_nm_nm_1,2.0,0.0,0.0,0.1513047936426557
Bob Tischler,12,0.75,0.16666666666666666,0.08333333333333333,1980.0,1985.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0864293/?ref_=fn_nm_nm_1,74.0,0.0,78.0,0.1363706275780103
Mason Williams,14,0.35714285714285715,0.07142857142857142,0,1980.0,1981.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0931281/?ref_=fn_nm_nm_1,2.0,0.0,0.0,0.1513047936426557
Dirk Wittenborn,6,0.16666666666666666,0.16666666666666666,0,1980.0,1981.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0936999/?ref_=fn_nm_nm_1,1.0,0.0,0.0,0.0011843117149448
Joe Bodolai,9,0.3333333333333333,0.1111111111111111,0,1981.0,1982.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1188688/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Nate Herman,3,0.6666666666666666,0.3333333333333333,0,1981.0,1985.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2953522/?ref_=fn_nm_nm_1,76.0,3.0,0.0,0.0137898207918715
Nelson Lyon,5,0.2,0.2,0,1981.0,1982.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0528962/?ref_=fn_nm_nm_1,20.0,2.0,0.0,0.0037253850993917
Mark O'Donnell (IV),4,0.75,0.25,0,1981.0,1982.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2843346/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Margaret Oberman,11,0.5454545454545454,0.09090909090909091,0,1981.0,1985.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0643315/?ref_=fn_nm_nm_1,72.0,0.0,0.0,0.0129300179441168
Andrew Smith (III),15,0.6666666666666666,0.13333333333333333,0.06666666666666667,1981.0,1985.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0807308/?ref_=fn_nm_nm_1,72.0,3.0,0.0,0.0883078930810281
Terry Southern,10,0.3,0.1,0,1981.0,1982.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0816143/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Eliot Wald,7,0.8571428571428571,0.2857142857142857,0,1981.0,1985.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0906997/?ref_=fn_nm_nm_1,77.0,0.0,1.0,0.013559809838969
Andrew Kurtzman,6,1.0,0.16666666666666666,0,1982.0,1985.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0476065/?ref_=fn_nm_nm_1,57.0,0.0,1.0,0.0100863414975181
Ellen L. Fogle,10,0.7,0.2,0.1,1982.0,1983.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0283941/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Tracy Tormé,19,0.3157894736842105,0.05263157894736842,0,1982.0,1983.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0868124/?ref_=fn_nm_nm_1,19.0,0.0,0.0,0.00335298641374
Andy Breckman,39,0.7692307692307693,0.23076923076923078,0.02564102564102564,1983.0,1987.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0106563/?ref_=fn_nm_nm_1,63.0,9.0,3.0,0.0119976229871128
Adam Green (II),5,0.6,0.4,0.2,1983.0,1984.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0337580/?ref_=fn_nm_nm_1,19.0,0.0,0.0,0.00335298641374
Kevin Kelton,16,0.625,0.0625,0,1983.0,1985.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0447124/?ref_=fn_nm_nm_1,37.0,2.0,0.0,0.0068374076577101
Michael C. McCarthy,31,0.5483870967741935,0.06451612903225806,0,1983.0,1984.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0565258/?ref_=fn_nm_nm_1,18.0,0.0,0.0,0.0032325044860292
Larry David,142,0.852112676056338,0.1056338028169014,0.07042253521126761,1984.0,1985.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0202970/?ref_=fn_nm_nm_1,18.0,18.0,3.0,0.0055819020763906
Rob Riley (I),23,0.34782608695652173,0.043478260869565216,0,1984.0,1985.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0726988/?ref_=fn_nm_nm_1,17.0,1.0,0.0,0.0032379809372888
Jack Handey,17,0.5882352941176471,0.4117647058823529,0.058823529411764705,1985.0,2001.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0359532/?ref_=fn_nm_nm_1,179.0,0.0,80.0,0.0343951434364149
Lanier Laney,7,1.0,0.14285714285714285,0,1985.0,1986.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0485640/?ref_=fn_nm_nm_1,18.0,2.0,0.0,0.00348442124397
Carol Leifer,114,0.7280701754385965,0.06140350877192982,0.043859649122807015,1985.0,1986.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0500140/?ref_=fn_nm_nm_1,18.0,4.0,0.0,0.0037363380019109
George Meyer,13,0.9230769230769231,0.23076923076923078,0,1985.0,1989.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0583127/?ref_=fn_nm_nm_1,71.0,0.0,0.0,0.012809536016406
Bruce McCulloch,65,0.7538461538461538,0.13846153846153847,0.09230769230769231,1985.0,1986.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0567126/?ref_=fn_nm_nm_1,0.0,3.0,3.0,0.001523851693039
Richard Rosen (IV),7,0.7142857142857143,0.14285714285714285,0,1985.0,1986.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2399917/?ref_=fn_nm_nm_1,3.0,0.0,0.0,0.0014252755703665
Suzy Schneider,1,1.0,1.0,0,1985.0,1986.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2954512/?ref_=fn_nm_nm_1,6.0,0.0,0.0,0.0017867213534991
John Swartzwelder,8,0.75,0.125,0,1985.0,1986.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0841990/?ref_=fn_nm_nm_1,18.0,4.0,0.0,0.0037363380019109
E. Jean Carroll,10,0.8,0.3,0,1986.0,1987.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0140800/?ref_=fn_nm_nm_1,18.0,0.0,0.0,0.0032325044860292
Marc Shaiman,88,0.625,0.09090909090909091,0.03409090909090909,1986.0,1989.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0003299/?ref_=fn_nm_nm_1,20.0,12.0,4.0,0.0061583277015217
Bonnie Turner,19,0.9473684210526315,0.3684210526315789,0.05263157894736842,1986.0,1992.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0877425/?ref_=fn_nm_nm_1,130.0,13.0,1.0,0.0237104705087273
Terry Turner,17,1.0,0.4117647058823529,0.058823529411764705,1986.0,1992.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0877901/?ref_=fn_nm_nm_1,130.0,8.0,2.0,0.0231080608701731
Jon Vitti,16,0.6875,0.0625,0,1986.0,1987.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0900140/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Christine Zander,26,0.7692307692307693,0.15384615384615385,0,1986.0,1993.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0952863/?ref_=fn_nm_nm_1,130.0,22.0,0.0,0.0258805434503973
Greg Daniels,38,0.8157894736842105,0.10526315789473684,0.02631578947368421,1987.0,1990.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0199948/?ref_=fn_nm_nm_1,53.0,0.0,0.0,0.0095770315303768
Conan O'Brien,338,0.6863905325443787,0.10059171597633136,0.06804733727810651,1987.0,1991.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0005277/?ref_=fn_nm_nm_1,72.0,21.0,2.0,0.0156299084150917
Bob Odenkirk,291,0.711340206185567,0.07560137457044673,0.05154639175257732,1987.0,1991.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0644022/?ref_=fn_nm_nm_1,131.0,13.0,1.0,0.0217032928619701
John Bowman,32,0.8125,0.09375,0,1988.0,1989.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0101337/?ref_=fn_nm_nm_1,21.0,2.0,0.0,0.0038458670271026
Shannon Gaughan,7,0.8571428571428571,0.2857142857142857,0,1988.0,1989.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0969183/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Tom Hymes,5,0.4,0.4,0,1989.0,1990.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1631821/?ref_=fn_nm_nm_1,16.0,0.0,0.0,0.0029915406306075
Dan McGrath (I),9,0.7777777777777778,0.1111111111111111,0,1990.0,1992.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0569775/?ref_=fn_nm_nm_1,36.0,0.0,0.0,0.0064650089720584
Andy Robin (I),10,0.8,0.1,0,1990.0,1991.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0732165/?ref_=fn_nm_nm_1,18.0,1.0,0.0,0.0033584628649996
Warren Hutcherson,37,0.6216216216216216,0.05405405405405406,0.02702702702702703,1991.0,1993.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0404209/?ref_=fn_nm_nm_1,40.0,3.0,1.0,0.007352194076111
Steve Koren,25,0.76,0.36,0.08,1991.0,1998.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0466175/?ref_=fn_nm_nm_1,120.0,5.0,1.0,0.0214979841998555
Ian Maxtone-Graham,12,0.9166666666666666,0.3333333333333333,0.08333333333333333,1991.0,1995.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0561631/?ref_=fn_nm_nm_1,61.0,3.0,0.0,0.0119825918762088
Bruce Handy,3,0.6666666666666666,0.3333333333333333,0,1992.0,1993.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1554692/?ref_=fn_nm_nm_1,19.0,0.0,0.0,0.00335298641374
Dawna Kaufmann,4,1.0,0.25,0,1992.0,1993.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0442126/?ref_=fn_nm_nm_1,18.0,0.0,0.0,0.0032325044860292
David Mandel,42,0.7380952380952381,0.09523809523809523,0.047619047619047616,1992.0,1995.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0541635/?ref_=fn_nm_nm_1,61.0,2.0,0.0,0.0107928037100044
Vanessa Middleton,11,0.36363636363636365,0.09090909090909091,0,1992.0,1993.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0585583/?ref_=fn_nm_nm_1,19.0,0.0,0.0,0.00335298641374
Glenn Rockowitz,4,0.75,0.25,0,1992.0,1993.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1032308/?ref_=fn_nm_nm_1,6.0,0.0,0.0,0.0017867213534991
Dave Attell,133,0.7142857142857143,0.03759398496240601,0.015037593984962405,1993.0,1994.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0040995/?ref_=fn_nm_nm_1,20.0,7.0,0.0,0.0043551769942438
Tony De Sena (I),29,0.6206896551724138,0.034482758620689655,0,1993.0,1994.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1096215/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Tim Herlihy,35,0.9714285714285714,0.4,0.22857142857142856,1993.0,2000.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0379056/?ref_=fn_nm_nm_1,137.0,1.0,60.0,0.0471502977924408
Steve Lookner,23,0.8260869565217391,0.043478260869565216,0,1993.0,1995.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0382769/?ref_=fn_nm_nm_1,40.0,2.0,0.0,0.0071988534408426
Lewis Morton,15,1.0,0.13333333333333333,0,1993.0,1995.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0608034/?ref_=fn_nm_nm_1,40.0,1.0,1.0,0.0071002773181701
Ross Abrash,18,0.8888888888888888,0.05555555555555555,0,1994.0,1998.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1039205/?ref_=fn_nm_nm_1,80.0,0.0,0.0,0.0138938733658036
Norm Hiscock,16,0.6875,0.125,0.0625,1994.0,1997.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0386780/?ref_=fn_nm_nm_1,60.0,4.0,1.0,0.0109516207965323
Brian Kelley (I),11,1.0,0.09090909090909091,0,1994.0,1995.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0445877/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Margo Meyer,1,1.0,1.0,0,1994.0,1995.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2953433/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Adam Resnick,13,0.6923076923076923,0.07692307692307693,0,1994.0,1995.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0720304/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Drake Sather,16,0.875,0.0625,0,1994.0,1995.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0766153/?ref_=fn_nm_nm_1,21.0,0.0,0.0,0.0035939502691617
Steve Higgins,63,0.9841269841269841,0.7301587301587301,0.1746031746031746,1995.0,2021.0,26.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0383492/?ref_=fn_nm_nm_1,517.0,58.0,465.0,0.115756297022639
Cindy Caponera,29,0.7241379310344828,0.034482758620689655,0,1995.0,1998.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0135359/?ref_=fn_nm_nm_1,60.0,10.0,0.0,0.011679988814057
Hugh Fink,46,0.5434782608695652,0.06521739130434782,0,1995.0,2002.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0277813/?ref_=fn_nm_nm_1,141.0,5.0,2.0,0.0251193167253151
Tom Gianas,36,0.6944444444444444,0.08333333333333333,0,1995.0,1998.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0316139/?ref_=fn_nm_nm_1,60.0,4.0,1.0,0.0109516207965323
Peter Gaulke,14,0.7142857142857143,0.07142857142857142,0,1995.0,1996.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0310087/?ref_=fn_nm_nm_1,16.0,0.0,0.0,0.0029915406306075
Erin Fraser (III),1,1.0,1.0,0,1995.0,1996.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0549524/?ref_=fn_nm_nm_1,18.0,0.0,0.0,0.0032325044860292
Adam McKay,171,0.7894736842105263,0.10526315789473684,0.04678362573099415,1995.0,2001.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0570912/?ref_=fn_nm_nm_1,126.0,15.0,9.0,0.0986995176062082
Dennis McNicholas,17,0.8823529411764706,0.47058823529411764,0.11764705882352941,1995.0,2004.0,9.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0574005/?ref_=fn_nm_nm_1,306.0,19.0,126.0,0.118951978125267
Lori Nasso,11,0.6363636363636364,0.09090909090909091,0,1995.0,1999.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0621994/?ref_=fn_nm_nm_1,79.0,14.0,1.0,0.0155641909999766
Paula Pell,76,0.9342105263157895,0.3815789473684211,0.21052631578947367,1995.0,2009.0,14.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0996134/?ref_=fn_nm_nm_1,311.0,66.0,4.0,0.0822148500051601
Frank Sebastiano,42,0.9761904761904762,0.11904761904761904,0.047619047619047616,1995.0,2006.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0780980/?ref_=fn_nm_nm_1,173.0,3.0,1.0,0.0329507585467595
Andrew Steele (I),24,0.875,0.20833333333333334,0,1995.0,2008.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0824482/?ref_=fn_nm_nm_1,240.0,1.0,0.0,0.0890252544174615
David Breckman,9,0.4444444444444444,0.1111111111111111,0,1996.0,1997.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1184512/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Robert Carlock,28,1.0,0.5,0.42857142857142855,1996.0,2001.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1061622/?ref_=fn_nm_nm_1,103.0,7.0,0.0,0.01861049614318
Stephen Colbert,312,0.6602564102564102,0.0641025641025641,0.05448717948717949,1996.0,1997.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0170306/?ref_=fn_nm_nm_1,23.0,17.0,0.0,0.0059762065670807
Matt Piedmont,19,0.7894736842105263,0.2631578947368421,0,1996.0,2002.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0682126/?ref_=fn_nm_nm_1,119.0,3.0,0.0,0.0210982032579058
Scott Wainio,7,0.5714285714285714,0.2857142857142857,0,1996.0,2003.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0906511/?ref_=fn_nm_nm_1,139.0,7.0,1.0,0.0251028873715364
Michael McCullers,17,0.8235294117647058,0.29411764705882354,0.11764705882352941,1997.0,1998.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0567112/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Michael Schur,42,0.8571428571428571,0.07142857142857142,0.023809523809523808,1997.0,2004.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1321658/?ref_=fn_nm_nm_1,138.0,3.0,40.0,0.0255464799235627
Jerry Collins,18,0.8888888888888888,0.05555555555555555,0,1998.0,2000.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0172381/?ref_=fn_nm_nm_1,39.0,0.0,0.0,0.0068264547551909
Steven Cragg,22,0.3181818181818182,0.045454545454545456,0,1998.0,2000.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0185735/?ref_=fn_nm_nm_1,39.0,3.0,0.0,0.0072043298921022
Tony Daro,1,1.0,1.0,0,1998.0,2001.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1720857/?ref_=fn_nm_nm_1,58.0,0.0,0.0,0.010179441168931
Richard Francese,7,0.7142857142857143,0.42857142857142855,0.14285714285714285,1998.0,2000.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0289927/?ref_=fn_nm_nm_1,39.0,11.0,1.0,0.0082393791801635
Matt Graham (II),8,0.375,0.25,0.125,1998.0,1999.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1757994/?ref_=fn_nm_nm_1,18.0,0.0,0.0,0.0032325044860292
Ray James,43,0.7906976744186046,0.09302325581395349,0.046511627906976744,1998.0,1999.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0416853/?ref_=fn_nm_nm_2,22.0,1.0,0.0,0.003840390575843
T. Sean Shannon,22,0.8181818181818182,0.4090909090909091,0.13636363636363635,1998.0,2006.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0780643/?ref_=fn_nm_nm_1,158.0,0.0,7.0,0.027738458670271
Kevin Brennan,16,0.875,0.125,0.0625,1999.0,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0996057/?ref_=fn_nm_nm_1,20.0,0.0,2.0,0.0035282328540467
Ali Reza,51,0.49019607843137253,0.058823529411764705,0.0392156862745098,1999.0,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0995946/?ref_=fn_nm_nm_1,17.0,0.0,0.0,0.0031120225583183
J.J. Philbin,15,0.4,0.06666666666666667,0,1999.0,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0679902/?ref_=fn_nm_nm_1,17.0,0.0,0.0,0.0031120225583183
James Anderson (XI),17,1.0,0.7058823529411765,0.29411764705882354,2000.0,2020.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1318184/?ref_=fn_nm_nm_1,403.0,9.0,0.0,0.0709644380228845
Melanie Graham (I),11,0.45454545454545453,0.09090909090909091,0,2000.0,2001.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0334218/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Erik Kenward,34,0.9411764705882353,0.8529411764705882,0.17647058823529413,2000.0,2021.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1334502/?ref_=fn_nm_nm_1,417.0,0.0,210.0,0.0783316632098995
Jon Rosenfeld,2,0.5,0.5,0,2000.0,2001.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1720897/?ref_=fn_nm_nm_1,18.0,0.0,0.0,0.0032325044860292
