title,media_type,imdb_link,credits_count,snl_alums,cast_count,genres,stars,num_episodes,principal_people,production_companies
Live with Kelly and Ryan,"['TV Series', '1988– 1988– ', 'TV-PGTV-PG', '1h']",https://www.imdb.com/title/tt0096636/,66,"[""Conan O'Brien"", 'Colin Jost', 'Laurie Metcalf', 'Jim Belushi', 'Jason Sudeikis', 'Rachel Dratch', 'Aidy Bryant', 'Jenny Slate', 'Bob Odenkirk', 'J.J. Philbin', 'Christine Ebersole', 'Ana Gasteyer', 'Billy Crystal', 'Ben Stiller', 'Jane Curtin', 'Martin Short', 'Kate McKinnon', 'Dana Carvey', 'Bill Hader', 'Eddie Murphy', 'Tina Fey', 'Maya Rudolph', 'Rob Schneider', 'Kenan Thompson', 'Chris Rock', 'Kristen Wiig', 'David Spade', 'Taran Killam', 'Stephen Colbert', 'Molly Shannon', 'Jay Pharoah', 'Damon Wayans', 'Tracy Morgan', 'Paul Shaffer', 'Sarah Silverman', 'John Mulaney', 'Andy Samberg', 'Chevy Chase', 'Anthony Michael Hall', 'Jimmy Fallon', 'Robert Downey Jr.', 'Kevin Nealon', 'Bowen Yang', 'Leslie Jones', 'Michael Schur', 'Dan Aykroyd', 'Adam Sandler', 'Seth Meyers', 'Mike Myers', 'Nancy Carell', 'Darrell Hammond', 'Julia Louis-Dreyfus', 'Amy Poehler', 'Will Forte', 'Will Ferrell']",55,['Talk-Show'],"['Kelly Ripa', 'Ryan Seacrest', 'Michael Strahan', 'Michael Gelman', 'Tony Pigg', 'Regis Philbin', 'Art Moore', 'Déjà Vu', 'Sally Winters', 'Mark Consuelos', 'Kathie Lee Gifford', 'Lawrence Zarian', 'Anderson Cooper', 'Monica Mangin', ""Jerry O'Connell"", 'Howie Mandel', 'Carson Kressley', 'Bernadette Peters']",4484,"['Kelly Ripa', 'Ryan Seacrest', 'Michael Strahan', 'Kelly Ripa', 'Ryan Seacrest', 'Michael Strahan']","['WABC', 'Buena Vista Television', 'Disney-ABC Home Entertainment & Television Distribution', '']"
Sunday Today with Willie Geist,"['TV Series', '2016– 2016– ', '1h']",https://www.imdb.com/title/tt8005764/,16,"['Bill Hader', 'Laurie Metcalf', 'Lorne Michaels', 'Tracy Morgan', 'Sarah Silverman', 'Bob Odenkirk', 'Seth Meyers', 'Mike Myers', 'Michael Che', 'Maya Rudolph', 'Ben Stiller', 'Bill Murray', 'Amy Poehler', 'Kenan Thompson', 'Martin Short']",15,"['News', 'Reality-TV']","['Willie Geist', 'Chuck Todd', ""Kelly O'Donnell"", 'Harry Smith', 'Dylan Dreyer', 'Morgan Radford', 'Kathy Park', 'Steve Patterson', 'Joe Fryer', 'Jo Ling Kent', 'Hallie Jackson', 'Gabe Gutierrez', 'Monica Alba', 'Molly Hunter', 'Sam Brock', 'Hans Nichols', 'Erin McLaughlin', 'Kristen Welker']",241,"['Willie Geist', 'Chuck Todd', ""Kelly O'Donnell"", 'Willie Geist', 'Chuck Todd', ""Kelly O'Donnell""]","['NBC News', 'NBC Universal Television', '']"
Watch What Happens Live with Andy Cohen,"['TV Series', '2009– 2009– ', 'TV-14TV-14', '22m']",https://www.imdb.com/title/tt2057880/,48,"[""Conan O'Brien"", 'Colin Jost', 'Akiva Schaffer', 'Laurie Metcalf', 'Jason Sudeikis', 'Bobby Moynihan', 'Rachel Dratch', 'Aidy Bryant', 'Laraine Newman', 'Ana Gasteyer', 'Casey Wilson', 'Billy Crystal', 'Ben Stiller', 'Jane Curtin', 'Carol Leifer', 'Bill Hader', 'Sam Jay', 'Cecily Strong', 'Tina Fey', 'Chloe Fineman', 'Maya Rudolph', 'Cheri Oteri', 'Abby Elliott', 'Chris Redd', 'Kenan Thompson', 'Kristen Wiig', 'David Spade', 'Taran Killam', 'Vanessa Bayer', 'Nasim Pedrad', 'Molly Shannon', 'Jay Mohr', 'Jay Pharoah', 'Stephen Colbert', 'Tracy Morgan', 'Sarah Silverman', 'Andy Samberg', 'Anthony Michael Hall', 'Fred Armisen', 'Jimmy Fallon', 'J.B. Smoove', 'Bowen Yang', 'Rob Riggle', 'Seth Meyers', 'Jorma Taccone', 'Michael Che', 'Amy Poehler', 'Will Ferrell']",48,['Talk-Show'],"['Andy Cohen', 'NeNe Leakes', 'Kyle Richards', 'Sonja Morgan', 'Kenya Moore', 'Cynthia Bailey', 'Kandi Burruss', 'Lisa Rinna', 'Bethenny Frankel', 'Luann de Lesseps', 'Teresa Giudice', ""Jerry O'Connell"", 'Melissa Gorga', 'Ramona Singer', 'Tamra Judge', 'Vicki Gunvalson', 'Sandra Bernhard', 'Michael Rapaport']",1856,"['Andy Cohen', 'NeNe Leakes', 'Kyle Richards', 'Andy Cohen', 'NeNe Leakes', 'Kyle Richards']",
Entertainment Tonight,"['TV Series', '1981– 1981– ', '30m']",https://www.imdb.com/title/tt0081857/,170,"['Laurie Metcalf', 'Bob Odenkirk', 'David Koechner', 'Nora Dunn', 'Tina Fey', 'Maya Rudolph', 'Kenan Thompson', 'Melissa Villaseñor', 'Chris Rock', 'Chris Farley', 'Taran Killam', 'Jay Pharoah', 'Paula Pell', 'Leslie Jones', 'Dan Aykroyd', 'Adam Sandler', 'Seth Meyers', 'Michael Che', 'Julia Louis-Dreyfus', 'Julia Sweeney', 'Sasheer Zamata', 'Rachel Dratch', 'Aidy Bryant', 'Jenny Slate', 'Laraine Newman', 'Ana Gasteyer', 'Kate McKinnon', 'Horatio Sanz', 'Norm MacDonald', 'Jan Hooks', 'Rob Schneider', 'Janeane Garofalo', 'Molly Shannon', 'Hannibal Buress', 'Joe Piscopo', 'Anthony Michael Hall', 'Fred Armisen', 'Robert Downey Jr.', 'Michaela Watkins', 'Rob Riggle', 'Nancy Carell', 'Christopher Guest', 'Will Forte', 'Beck Bennett', ""Conan O'Brien"", 'Jason Sudeikis', 'J.J. Philbin', 'Casey Wilson', 'Jane Curtin', 'Martin Short', 'Jillian Bell', 'Bill Hader', 'Eddie Murphy', 'Michael McKean', 'Kristen Wiig', 'Jon Lovitz', 'David Spade', 'Jay Mohr', 'Lorne Michaels', 'Paul Shaffer', 'Sarah Silverman', 'Andy Samberg', 'Chevy Chase', 'Brad Hall', 'Tim Meadows', 'Mike Myers', 'Darrell Hammond', 'Bill Murray', 'Colin Jost', 'Jim Belushi', 'Bobby Moynihan', 'Billy Crystal', 'Ben Stiller', 'Heidi Gardner', 'Dana Carvey', 'Cecily Strong', 'Cheri Oteri', 'Randy Quaid', 'Harry Shearer', 'Vanessa Bayer', 'Nasim Pedrad', 'Larry David', 'Pete Davidson', 'Gilda Radner', 'Stephen Colbert', 'Tracy Morgan', 'John Mulaney', 'Phil Hartman', 'Jimmy Fallon', 'Kevin Nealon', 'Bowen Yang', 'John Belushi', 'Louis C.K.', 'Chris Kattan', 'Amy Poehler', 'Will Ferrell']",96,['News'],"['Kevin Frazier', 'Nischelle Turner', 'Matt Cohen', ""Nancy O'Dell"", 'Mark Steines', 'Cameron Mathison', 'Mary Hart', 'Lauren Zima', 'Keltie Knight', 'Brooke Anderson', 'Rachel Smith', 'Rob Marciano', 'Thea Andrews', 'Samantha Harris', 'Carly Steel', 'Oprah Winfrey', 'Rocsi Diaz', 'Amy Paffrath']",5126,"['Al Masini', 'Alfred Masini', 'Kevin Frazier', 'Nischelle Turner', 'Matt Cohen', 'Al Masini', 'Alfred Masini', 'Kevin Frazier', 'Nischelle Turner', 'Matt Cohen']","['CBS Paramount Domestic Television', 'Paramount Domestic Television', 'Cox Broadcasting', '']"
The View,"['TV Series', '1997– 1997– ', 'TV-14TV-14', '1h']",https://www.imdb.com/title/tt0123366/,70,"['Colin Jost', 'Laurie Metcalf', 'Jim Belushi', 'Jason Sudeikis', 'Dennis Miller', 'Rachel Dratch', 'Aidy Bryant', 'Bob Odenkirk', 'Christine Ebersole', 'Billy Crystal', 'Ben Stiller', 'Colin Quinn', 'Jane Curtin', 'Carol Leifer', 'Martin Short', 'Gilbert Gottfried', 'Norm MacDonald', 'Eddie Murphy', 'David Mandel', 'Cecily Strong', 'Tina Fey', 'Joan Cusack', 'Chloe Fineman', 'Maya Rudolph', 'Michael McKean', 'Cheri Oteri', 'Kenan Thompson', 'Rob Schneider', 'Chris Rock', 'Kristen Wiig', 'Harry Shearer', 'David Spade', 'Larry David', 'Molly Shannon', 'Jay Mohr', 'Al Franken', 'Jay Pharoah', 'Damon Wayans', 'Tracy Morgan', 'Paul Shaffer', 'Sarah Silverman', 'Andy Samberg', 'Chevy Chase', 'Anthony Michael Hall', 'Fred Armisen', 'Jimmy Fallon', 'Robert Smigel', 'Robert Downey Jr.', 'Kevin Nealon', 'Michaela Watkins', 'Bowen Yang', 'Rob Riggle', 'Andrew Smith (III)', 'J.B. Smoove', 'Leslie Jones', 'Louis C.K.', 'Adam Sandler', 'Seth Meyers', 'Mike Myers', 'Michael Che', 'Darrell Hammond', 'Bill Murray', 'Amy Poehler', 'Julia Louis-Dreyfus', 'Christopher Guest', 'Julia Sweeney', 'Will Forte', 'Will Ferrell']",68,['Talk-Show'],"['Whoopi Goldberg', 'Joy Behar', 'Sunny Hostin', 'Virginia Hamilton', 'Sara Haines', 'Meghan McCain', 'Sherri Shepherd', 'Raven-Symoné', 'Elisabeth Hasselbeck', 'Paula Faris', 'Barbara Walters', 'Abby Huntsman', 'Candace Cameron Bure', 'Ana Navarro', 'Jedediah Bila', 'Michelle Collins', 'Nicolle Wallace', 'Rosie Perez']",3755,"['Whoopi Goldberg', 'Joy Behar', 'Sunny Hostin', 'Whoopi Goldberg', 'Joy Behar', 'Sunny Hostin']","['American Broadcasting Company (ABC)', 'Barwall Productions', 'The Walt Disney Company', '']"
Armchair Expert with Dax Shepard,"['Podcast Series', '2018– 2018– ']",https://www.imdb.com/title/tt11857594/,17,"[""Conan O'Brien"", 'Colin Jost', 'Bill Hader', 'Molly Shannon', 'Michael Schur', 'Sarah Silverman', 'Bob Odenkirk', 'Seth Meyers', 'Cecily Strong', 'Ben Stiller', 'Julia Louis-Dreyfus', 'Amy Poehler', 'J.B. Smoove', 'David Koechner', 'Will Forte', 'Jimmy Fallon', 'Will Ferrell']",17,['Talk-Show'],"['Dax Shepard', 'Monica Padman', 'David Farrier', 'Kristen Bell', 'Jess Rowland', 'David Sedaris', 'Rob Holysz', ""Vincent D'Onofrio"", 'Ashton Kutcher', 'Malcolm Gladwell', 'Sanjay Gupta', 'Esther Perel', 'Ike Barinholtz', 'Michael Schur', 'Seth Meyers', 'Brené Brown', 'Mila Kunis', 'Seth Rogen']",551,"['Dax Shepard', 'Monica Padman', 'David Farrier', 'Dax Shepard', 'Monica Padman', 'David Farrier']",
Morning Joe,"['TV Series', '2007– 2007– ', '3h']",https://www.imdb.com/title/tt1170244/,34,"['Beck Bennett', 'Colin Jost', 'Laurie Metcalf', 'Aidy Bryant', 'Andrew Dismukes', 'Casey Wilson', 'Ben Stiller', 'Heidi Gardner', 'Kate McKinnon', 'Alex Moffat', 'Ego Nwodim', 'Dana Carvey', 'Cecily Strong', 'Tina Fey', 'Chloe Fineman', 'Kenan Thompson', 'Kyle Mooney', 'Chris Redd', 'Melissa Villaseñor', 'Chris Rock', 'Stephen Colbert', 'Pete Davidson', 'Al Franken', 'Tracy Morgan', 'Jimmy Fallon', 'Bowen Yang', 'Seth Meyers', 'Punkie Johnson', 'Julia Louis-Dreyfus', 'Amy Poehler', 'Lauren Holt']",31,"['News', 'Talk-Show']","['Joe Scarborough', 'Mika Brzezinski', 'Willie Geist', 'Mike Barnicle', 'Jonathan Lemire', 'Kasie Hunt', 'Eugene Robinson', 'John Heilemann', 'Katty Kay', 'Richard Haass', 'Jon Meacham', 'David Ignatius', 'Donny Deutsch', 'Heidi Przybyla', 'Steve Rattner', 'Al Sharpton', 'Elise Jordan', 'Robert Costa']",1407,"['Joe Scarborough', 'Mika Brzezinski', 'Willie Geist', 'Joe Scarborough', 'Mika Brzezinski', 'Willie Geist']","['MSNBC Network', 'NBC News', '']"
The Late Late Show with James Corden,"['TV Series', '2015–20222015–2022', 'TV-14TV-14', '1h']",https://www.imdb.com/title/tt4280606/,43,"['Laurie Metcalf', 'Jason Sudeikis', 'Jenny Slate', 'Bob Odenkirk', 'Billy Crystal', 'David Koechner', 'Martin Short', 'Jillian Bell', 'Dana Carvey', 'Bill Hader', 'Norm MacDonald', 'Eddie Murphy', 'Maya Rudolph', 'Kenan Thompson', 'Chris Rock', 'Kristen Wiig', 'David Spade', 'Taran Killam', 'Vanessa Bayer', 'Larry David', 'Molly Shannon', 'Stephen Colbert', 'Jay Pharoah', 'Damon Wayans', 'Tracy Morgan', 'Hannibal Buress', 'Sarah Silverman', 'John Mulaney', 'Andy Samberg', 'Fred Armisen', 'J.B. Smoove', 'Michaela Watkins', 'Kevin Nealon', 'Chris Parnell', 'Rob Riggle', 'Anna Drezen', 'Adam Sandler', 'Adam McKay', 'Seth Meyers', 'Julia Louis-Dreyfus', 'Will Forte', 'Will Ferrell']",42,"['Comedy', 'Talk-Show']","['James Corden', 'Reggie Watts', 'Louis Waymouth', 'Harry Styles', 'Allison Janney', 'Ben Schwartz', 'Niall Horan', 'Justin Bieber', 'Joshua Silverstein', 'Leo Lam', 'Melissa McCarthy', 'Jeff Goldblum', 'Max Greenfield', 'Bradley Whitford', 'Judy Greer', 'Terry Crews', 'BTS', 'Will Arnett']",1117,"['James Corden', 'Reggie Watts', 'Louis Waymouth', 'James Corden', 'Reggie Watts', 'Louis Waymouth']","['Fulwell 73', 'CBS Television Studios', '']"
In Creative Company,"['Podcast Series', '2020– 2020– ', '30m']",https://www.imdb.com/title/tt16743848/,9,"['Sarah Schneider', 'Jay Pharoah', 'Michael Schur', 'Seth Meyers', 'Michael Che', 'Meredith Scardino', 'Kenan Thompson', 'Chris Redd', 'Chris Kelly']",9,['Talk-Show'],"['Mara Webster', 'Jenelle Riley', 'Noomi Rapace', 'Kate Siegel', 'Scott Adkins', 'Mary Holland', 'Taylour Paige', 'Alain Uy', 'Megan Griffiths', 'Ronen Rubinstein', 'Brent White', 'Tom Mison', 'Judith Light', 'Jana Schmieding', 'Jesse Leigh', 'Tess Romero', 'Monica Levinson', 'Eugene Hernandez']",431,"['Mara Webster', 'Jenelle Riley', 'Noomi Rapace', 'Mara Webster', 'Jenelle Riley', 'Noomi Rapace']",
The 26th Annual Critics' Choice Awards,"['TV Special', '20212021']",https://www.imdb.com/title/tt12544796/,3,"['Jason Sudeikis', 'Seth Meyers', 'Andy Samberg']",3,[],"['Jameela Jamil', 'Anya Taylor-Joy', 'Chris Hemsworth', 'Hannah Waddingham', 'Zendaya', 'Jason Sudeikis', 'Gal Gadot', 'Kevin Bacon', 'Gillian Anderson', 'Mads Mikkelsen', 'Kristen Bell', 'Emma Corrin', 'Orlando Bloom', 'Daniel Kaluuya', 'John Boyega', 'Morgan Freeman', 'Carey Mulligan', 'John David Washington']",0,"['Richard A. Preuss', 'Jameela Jamil', 'Anya Taylor-Joy', 'Chris Hemsworth', 'Richard A. Preuss', 'Jameela Jamil', 'Anya Taylor-Joy', 'Chris Hemsworth']","['Bob Bain Productions', 'Berlin Entertainment', '']"
The Accidental President,"['20202020', '1h 46m']",https://www.imdb.com/title/tt12920934/,5,"['Larry David', 'Stephen Colbert', 'Seth Meyers', 'Darrell Hammond', 'Jimmy Fallon']",5,['Documentary'],"['Donald Trump', 'Scott Adams', 'John Avlon', 'Brooke Baldwin', 'Molly Ball', 'Dana Bash', 'Wolf Blitzer', 'Alisyn Camerota', 'Amy Chozick', 'Hillary Clinton', 'Stephen Colbert', 'Kellyanne Conway', 'Simon Cowell', 'Ted Cruz', ""Michael D'Antonio"", 'Susan del Percio', 'Lindsey Graham', 'Mary Katharine Ham']",0,"['James Fletcher', 'Donald Trump', 'Scott Adams', 'John Avlon', 'James Fletcher', 'Donald Trump', 'Scott Adams', 'John Avlon']","['Intervention Media.', 'Makemake', '']"
Skavlan,"['TV Series', '2009–20212009–2021', '58m']",https://www.imdb.com/title/tt1366792/,2,"['Chris Rock', 'Seth Meyers']",2,['Talk-Show'],"['Fredrik Skavlan', 'Niklas Källner', 'Noomi Rapace', 'Anne Holt', 'Jens Stoltenberg', 'Erna Solberg', 'Felix Herngren', 'Filip Hammar', 'Bo Kaspers Orkester', 'Rolf Lassgård', 'Lykke Li', 'Henrik Schyffert', 'Alexander Rybak', 'Carl Bildt', 'Mona Sahlin', 'Prinsesse Märtha Louise', 'Fredrik Lindström', 'Hanna Hellquist']",329,"['Fredrik Skavlan', 'Niklas Källner', 'Noomi Rapace', 'Fredrik Skavlan', 'Niklas Källner', 'Noomi Rapace']",
Expecting Amy,"['TV Mini Series', '20202020', 'TV-MATV-MA', '2h 50m']",https://www.imdb.com/title/tt11188392/,4,"['Vanessa Bayer', 'Aidy Bryant', 'Seth Meyers', 'Colin Quinn']",4,"['Documentary', 'Comedy']","['Jennifer Lawrence', 'Janelle James', 'Amy Schumer', 'Bridget Everett', 'Colin Quinn', 'Kevin Kane', 'Rachel Feinstein', 'Kim Caramele', 'Keith Robinson', 'Mia Jackson', 'Robbie Praw', 'Molly Allison Fischer', 'John Early', 'Seth Meyers', 'Mike Berkowitz', 'Gordon Schumer', 'Vincent Caramele', 'Jen Cloudman']",3,"['Jennifer Lawrence', 'Janelle James', 'Amy Schumer', 'Jennifer Lawrence', 'Janelle James', 'Amy Schumer']",
The Good Place: Live Panel Discussion,"['TV Short', '20202020', 'TV-PGTV-PG', '12m']",https://www.imdb.com/title/tt10453272/,3,"['Seth Meyers', 'Michael Schur']",2,"['Short', 'Talk-Show']","['Seth Meyers', ""D'Arcy Carden"", 'Manny Jacinto', 'William Jackson Harper', 'Jameela Jamil', 'Kristen Bell', 'Ted Danson']",0,"['Michael Schur', 'Alexander J. Vietmeier', 'Michael Schur', 'Seth Meyers', ""D'Arcy Carden"", 'Manny Jacinto', 'Michael Schur', 'Alexander J. Vietmeier', 'Michael Schur', 'Seth Meyers', ""D'Arcy Carden"", 'Manny Jacinto']","['Fremulon', '3 Arts Entertainment', 'Universal Television', '']"
Last Week Tonight with John Oliver,"['TV Series', '2014– 2014– ', 'TV-MATV-MA', '30m']",https://www.imdb.com/title/tt3530232/,25,"['Jason Sudeikis', 'Bobby Moynihan', 'Rachel Dratch', 'Brian Doyle-Murray', 'Colin Quinn', 'Gilbert Gottfried', 'Michael McKean', 'Larry David', 'Stephen Colbert', 'Al Franken', 'Tracy Morgan', 'Sarah Silverman', 'Tim Meadows', 'Fred Armisen', 'Jimmy Fallon', 'Chris Parnell', 'Rob Riggle', 'Leslie Jones', 'Seth Meyers', 'Mike Myers', 'Julia Louis-Dreyfus', 'Will Ferrell']",22,"['Comedy', 'History', 'News']","['John Oliver', 'David Kaye', 'Ryan Barger', 'Noel MacNeal', 'Alberto Bonilla', 'H. Jon Benjamin', 'Susan Evans', 'James Wojtal', 'Gilbert Gottfried', 'Kyle Ploof', 'Paul McGinnis', 'Rachel Dratch', 'Michael Torpey', 'George Clooney', 'Moujan Zolfaghari', 'Alex Webb', 'Thomas Kopache', ""Stephanie D'Abruzzo""]",312,"['John Oliver', 'David Kaye', 'Ryan Barger', 'John Oliver', 'David Kaye', 'Ryan Barger']","['Sixteen String Jack Productions', 'Avalon Television', 'Home Box Office (HBO)', '']"
The 71st Primetime Emmy Awards,"['TV Special', '20192019', 'TV-14TV-14', '2h 10m']",https://www.imdb.com/title/tt10161398/,12,"['Stephen Colbert', 'Bill Hader', 'Lorne Michaels', 'Aidy Bryant', 'Sarah Silverman', 'Bob Odenkirk', 'Seth Meyers', 'Maya Rudolph', 'Ben Stiller', 'Julia Louis-Dreyfus', 'Amy Poehler', 'Kate McKinnon']",12,['News'],"['Zendaya', 'Emilia Clarke', 'Julia Garner', 'Amy Adams', 'Maisie Williams', 'Phoebe Waller-Bridge', 'Brittany Snow', 'Jodie Comer', 'Joey King', 'Bob Odenkirk', 'Viola Davis', 'Kit Harington', 'Lena Headey', 'Sophie Turner', 'Sam Rockwell', 'Betty Gilpin', 'Olivia Colman', 'Jon Hamm']",0,"['Hamish Hamilton', 'Eli Bauman', 'Jon Macks', 'Edgar Momplaisir', 'Zendaya', 'Emilia Clarke', 'Julia Garner', 'Hamish Hamilton', 'Eli Bauman', 'Jon Macks', 'Edgar Momplaisir', 'Zendaya', 'Emilia Clarke', 'Julia Garner']","['Done and Dusted Productions', 'Don Mischer Productions', 'Academy of Television Arts and Sciences (ATAS)', '']"
SAG Foundation Conversations,"['TV Series', '1979– 1979– ']",https://www.imdb.com/title/tt3395490/,5,"['Laurie Metcalf', 'Eddie Murphy', 'Seth Meyers', 'Julia Louis-Dreyfus', 'Jane Curtin']",5,['Talk-Show'],"['Jenelle Riley', 'Richard Ridge', 'Stacey Wilson Hunt', 'Mara Webster', 'Todd Amorde', 'Dave Karger', 'Julianna Margulies', 'Tatiana Maslany', 'Freddie Highmore', 'Debra Messing', 'Diahann Carroll', 'Lee Garlington', 'Anthony DeSantis', 'Pete Hammond', 'Scott Feinberg', 'Mark Peikert', 'Bruce Fretts', 'Robin Williams']",280,"['Jenelle Riley', 'Richard Ridge', 'Stacey Wilson Hunt', 'Jenelle Riley', 'Richard Ridge', 'Stacey Wilson Hunt']",
Hot Ones,"['TV Series', '2015– 2015– ', 'TV-14TV-14']",https://www.imdb.com/title/tt6556992/,7,"['Pete Davidson', 'Jay Pharoah', 'Hannibal Buress', 'Seth Meyers', 'Michael Che', 'Kenan Thompson', 'Will Ferrell']",7,"['Comedy', 'Talk-Show']","['Sean Evans', 'Claus Pilgaard', 'Action Bronson', 'Jay Pharoah', 'T-Pain', 'Steve-O', 'Bert Kreischer', 'Tom Segura', 'Bill Drexler', 'Post Malone', 'Eric André', 'Eddie Huang', 'Adam Richman', 'Johnny Knoxville', 'Joji', 'Rhett & Link', 'Gabriel Iglesias', 'Gordon Ramsay']",276,"['Chris Schonberger', 'Sean Evans', 'Sean Evans', 'Claus Pilgaard', 'Action Bronson', 'Chris Schonberger', 'Sean Evans', 'Sean Evans', 'Claus Pilgaard', 'Action Bronson']",
The Van Jones Show,"['TV Series', '2018– 2018– ', '1h']",https://www.imdb.com/title/tt7890092/,2,"['Seth Meyers', 'Leslie Jones']",2,['Talk-Show'],"['Van Jones', 'Meghan McCain', 'Jared Kushner', 'Jim Parsons', 'America Ferrera', 'Dave Chappelle', 'Leslie Jones', 'Tracee Ellis Ross', 'Seth Meyers', 'Oprah Winfrey', 'Neil deGrasse Tyson', 'Jay-Z', 'Joy Behar', 'Stephen Curry', 'Jon Favreau', 'Candace Owens', 'Alexandria Ocasio-Cortez', 'Al Gore']",31,"['Van Jones', 'Meghan McCain', 'Jared Kushner', 'Van Jones', 'Meghan McCain', 'Jared Kushner']",
Get Up,"['TV Series', '2018– 2018– ', '3h']",https://www.imdb.com/title/tt7877780/,2,"['Hannibal Buress', 'Seth Meyers']",2,"['News', 'Sport', 'Talk-Show']","['Mike Greenberg', 'Jalen Rose', 'Michelle Beadle', 'Dan Orlovsky', 'Paul Finebaum', 'Laura Rutledge', 'Stephen A. Smith', 'Ryan Clark', 'Adam Schefter', 'Damien Woody', 'Marcus Spears', 'Dan Graziano', 'Domonique Foxworth', 'Rex Ryan', 'Heather Dinich', 'Jay Williams', 'Adrian Wojnarowski', 'Maria Taylor']",460,"['Mike Greenberg', 'Jalen Rose', 'Michelle Beadle', 'Mike Greenberg', 'Jalen Rose', 'Michelle Beadle']","['ESPN (Entertainment & Sports Programming Network)', 'ESPN Enterprises', 'ESPN+', '']"
E! Live from the Red Carpet,"['TV Series', '1995– 1995– ', 'UnratedUnrated', '4h']",https://www.imdb.com/title/tt4346344/,27,"['Akiva Schaffer', 'Laurie Metcalf', 'Jason Sudeikis', 'Bob Odenkirk', 'Kate McKinnon', 'Bill Hader', 'Eddie Murphy', 'Tina Fey', 'Michael McKean', 'Kristen Wiig', 'Chris Rock', 'David Spade', 'Vanessa Bayer', 'Larry David', 'Stephen Colbert', 'Sarah Silverman', 'Andy Samberg', 'Jimmy Fallon', 'Kevin Nealon', 'Leslie Jones', 'Adam McKay', 'Seth Meyers', 'Jorma Taccone', 'Nancy Carell', 'Julia Louis-Dreyfus', 'Amy Poehler', 'Will Forte']",27,['News'],"['Giuliana Rancic', 'Ryan Seacrest', 'Ross Mathews', 'Jason Kennedy', 'Kristin Dos Santos', 'Kelly Osbourne', 'Catt Sadler', 'Brad Goreski', 'Ben Lyons', 'Debbie Matenopoulos', 'John Legend', 'Jay Manuel', 'Zuri Hall', 'Chrissy Teigen', 'Selema Masekela', 'Kristin Cavallari', 'Will Marfuggi', 'Erin Lim']",146,"['Giuliana Rancic', 'Ryan Seacrest', 'Ross Mathews', 'Giuliana Rancic', 'Ryan Seacrest', 'Ross Mathews']","['E! Entertainment Television', 'Ryan Seacrest Productions', 'NBC Universal Television', '']"
Extra,"['TV Series', '1994– 1994– ', 'TV-PGTV-PG', '30m']",https://www.imdb.com/title/tt0247094/,89,"[""Conan O'Brien"", 'Colin Jost', 'Akiva Schaffer', 'Laurie Metcalf', 'Jim Belushi', 'Jason Sudeikis', 'Jenny Slate', 'Bob Odenkirk', 'Casey Wilson', 'Billy Crystal', 'Ben Stiller', 'Martin Short', 'Kate McKinnon', 'Jillian Bell', 'Dana Carvey', 'Gilbert Gottfried', 'Bill Hader', 'Eddie Murphy', 'Tina Fey', 'Maya Rudolph', 'Michael McKean', 'Kenan Thompson', 'Chris Rock', 'Kristen Wiig', 'Jon Lovitz', 'David Spade', 'Taran Killam', 'Larry David', 'Stephen Colbert', 'Pete Davidson', 'Jay Pharoah', 'Damon Wayans', 'Lorne Michaels', 'Tracy Morgan', 'Paul Shaffer', 'Sarah Silverman', 'Andy Samberg', 'Chevy Chase', 'Jimmy Fallon', 'Robert Downey Jr.', 'Kevin Nealon', 'Leslie Jones', 'Louis C.K.', 'Dan Aykroyd', 'Adam Sandler', 'Seth Meyers', 'Mike Myers', 'Michael Che', 'Darrell Hammond', 'Chris Kattan', 'Nancy Carell', 'Bill Murray', 'Amy Poehler', 'Julia Louis-Dreyfus', 'Will Forte', 'Will Ferrell']",56,['News'],"['Renee Bargh', 'Mario Lopez', 'Charissa Thompson', 'Billy Bush', 'Jana Kramer', 'Jennifer Lahmers', 'A.J. Calloway', 'Tanika Ray', 'Tracey E. Edmonds', 'Nate Burleson', 'Terri Seymour', 'Maria Menounos', 'Michael Corbett', 'Mark Wright', 'Jerry Penacoli', 'Jennifer Lopez', 'Shae Wilbur', 'Michelle Sorro']",3808,"['Renee Bargh', 'Mario Lopez', 'Charissa Thompson', 'Renee Bargh', 'Mario Lopez', 'Charissa Thompson']","['Time Telepictures Television', 'Tinseltown Entertainment', '']"
The Chris Gethard Show,"['TV Series', '2015– 2015– ', 'TV-MATV-MA', '1h']",https://www.imdb.com/title/tt4877562/,15,"['Chris Parnell', 'Sasheer Zamata', 'Bill Hader', 'Jason Sudeikis', 'Bobby Moynihan', 'Hannibal Buress', 'Aidy Bryant', 'Adam McKay', 'John Mulaney', 'Seth Meyers', 'Julio Torres', 'Amy Poehler', 'Colin Quinn', 'Will Ferrell']",14,['Comedy'],"['Chris Gethard', 'Hallie Bulleit', 'David Bluvband', 'Bethany Hall', 'Murf Meyer', 'Alex Clute', 'Mike Yannich', 'Bill Florio', ""Shannon O'Neill"", 'Jon Vafiadis', 'Connor Ratliff', 'Keith Haskel', 'Patrick Cotnoir', 'Dru Johnston', 'Mimi Fischer', 'Riley Soloner', 'Dave Szarejko', 'Robert Malone']",47,"['Chris Gethard', 'Chris Gethard', 'Hallie Bulleit', 'David Bluvband', 'Chris Gethard', 'Chris Gethard', 'Hallie Bulleit', 'David Bluvband']","['AGI Entertainment Media & Management', 'Funny or Die', '']"
