title,media_type,imdb_link,credits_count,snl_alums,cast_count,genres,stars,num_episodes,principal_people,production_companies
The Ridiculous 6,"['20152015', 'TV-14TV-14', '1h 59m']",https://www.imdb.com/title/tt2479478/,13,"['Chris Parnell', 'Adam Sandler', 'Norm MacDonald', 'Chris Kattan', 'Rob Schneider', 'Tim Herlihy', 'Jon Lovitz', 'Will Forte', 'David Spade']",9,"['Action', 'Adventure', 'Comedy']","['Adam Sandler', 'Terry Crews', 'Jorge Garcia', 'Taylor Lautner', 'Rob Schneider', 'Luke Wilson', 'Will Forte', 'Steve Zahn', 'Harvey Keitel', 'Nick Nolte', 'Jon Lovitz', 'Whitney Cummings', 'David Spade', 'Danny Trejo', 'Nick Swardson', 'Blake Shelton', 'Vanilla Ice', 'Julia Jones']",0,"['Frank Coraci', 'Tim Herlihy', 'Adam Sandler', 'Adam Sandler', 'Terry Crews', 'Jorge Garcia', 'Frank Coraci', 'Tim Herlihy', 'Adam Sandler', 'Adam Sandler', 'Terry Crews', 'Jorge Garcia']","['Eaves Movie Ranch', 'Happy Madison Productions', '']"
Outback,"['20122012', 'PGPG', '1h 25m']",https://www.imdb.com/title/tt1867086/,2,"['Rob Schneider', 'Norm MacDonald']",2,"['Animation', 'Adventure', 'Family']","['Charlie Bewley', 'Lielle Tova Blinkoff', 'Robert Cait', 'Cathy Cavadini', 'Alan Cumming', 'Tim Curry', 'Cameron Daddo', 'John DeMita', 'Chris Edgerly', 'Greg Finley', 'Eric Lopez', 'Norm MacDonald', 'Bret McKenzie', 'Nolan North', 'Jason Pace', 'Phil Proctor', 'Jenni Pulos', 'Moira Quirk']",0,"['Kyung Ho Lee', 'Scott Clevenger', 'Timothy Wayne Peternel', 'Chris Denk', 'Charlie Bewley', 'Lielle Tova Blinkoff', 'Robert Cait', 'Kyung Ho Lee', 'Scott Clevenger', 'Timothy Wayne Peternel', 'Chris Denk', 'Charlie Bewley', 'Lielle Tova Blinkoff', 'Robert Cait']","['Animation Picture Company', 'Digiart Productions', 'Lotte Entertainment', '']"
Hollywood & Wine,"['Video', '20112011', 'RR', '1h 35m']",https://www.imdb.com/title/tt1196170/,5,"['Chris Parnell', 'Horatio Sanz', 'Norm MacDonald', 'Chris Kattan', 'David Spade']",5,['Comedy'],"['Pamela Anderson', 'Debrae Barensfeld', 'Colleen Camp', 'Tracy Dali', 'Leslie Easterbrook', 'Brandi Engel', 'John Farley', 'Kevin P. Farley', 'Vivica A. Fox', 'Tim Hartmann', 'Jeff Hochendoner', 'John Justice', 'Sofia Karstens', 'Chris Kattan', 'Jeremy London', 'Norm MacDonald', 'Miguel A. Núñez Jr.', 'Chazz Palminteri']",0,"['Matt Berman', 'Kevin P. Farley', 'Matt Berman', 'Vinnie Penn', 'Kevin P. Farley', 'Pamela Anderson', 'Debrae Barensfeld', 'Colleen Camp', 'Matt Berman', 'Kevin P. Farley', 'Matt Berman', 'Vinnie Penn', 'Kevin P. Farley', 'Pamela Anderson', 'Debrae Barensfeld', 'Colleen Camp']","['Smithfield Street Productions', 'Aloe Entertainment', 'Bruin Grip Services', '']"
Funny People,"['20092009', 'RR', '2h 26m']",https://www.imdb.com/title/tt1201167/,9,"['Jerry Minor', 'Janeane Garofalo', 'Dave Attell', 'Adam Sandler', 'Norm MacDonald', 'Sarah Silverman', 'George Coe', 'Ben Stiller', 'Carol Leifer']",9,"['Comedy', 'Drama']","['Adam Sandler', 'Seth Rogen', 'Leslie Mann', 'Eric Bana', 'Jonah Hill', 'Jason Schwartzman', 'Aubrey Plaza', 'Maude Apatow', 'Iris Apatow', 'RZA', 'Aziz Ansari', 'Torsten Voges', 'Allan Wasserman', 'Rod Man', 'Wayne Federman', ""Mike O'Connell"", 'James Taylor', 'Nicole Parker']",0,"['Judd Apatow', 'Judd Apatow', 'Adam Sandler', 'Seth Rogen', 'Leslie Mann', 'Judd Apatow', 'Judd Apatow', 'Adam Sandler', 'Seth Rogen', 'Leslie Mann']","['Universal Pictures', 'Columbia Pictures', 'Relativity Media', '']"
Farce of the Penguins,"['20062006', 'RR', '1h 20m']",https://www.imdb.com/title/tt0488539/,7,"['Gilbert Gottfried', 'Jim Belushi', 'Damon Wayans', 'Tracy Morgan', 'Norm MacDonald', 'David Koechner', 'Jon Lovitz']",7,['Comedy'],"['Samuel L. Jackson', 'Alyson Hannigan', 'Bob Saget', 'Brie Larson', 'Carlos Mencia', 'Dave Coulier', 'John Stamos', 'Jodie Sweetin', 'Lori Loughlin', 'Jason Biggs', 'Jim Belushi', 'Whoopi Goldberg', 'Damon Wayans', 'Drea de Matteo', 'Jason Alexander', 'Christina Applegate', 'Lewis Black', 'Mario Cantone']",0,"['Bob Saget', 'Bob Saget', 'Samuel L. Jackson', 'Alyson Hannigan', 'Bob Saget', 'Bob Saget', 'Bob Saget', 'Samuel L. Jackson', 'Alyson Hannigan', 'Bob Saget']","['THINKFilm', 'Permut Presentations', 'Two Angels Productions', '']"
Deuce Bigalow: European Gigolo,"['20052005', 'RR', '1h 23m']",https://www.imdb.com/title/tt0367652/,6,"['Fred Armisen', 'Adam Sandler', 'Norm MacDonald', 'Rob Schneider']",4,['Comedy'],"['Rob Schneider', 'Eddie Griffin', 'Jeroen Krabbé', 'Til Schweiger', 'Douglas Sills', 'Carlos Ponce', 'Charles Keating', 'Hanna Verboom', 'Alex Dimitriades', 'Kostas Sommer', 'Federico Dordei', 'Oded Fehr', 'Tony Fish', 'Elisabetta Canalis', 'Hilton Myburgh', 'Wimie Wilhelm', 'Joop Kasteel', 'SuChin Pak']",0,"['Mike Bigelow', 'Harris Goldberg', 'Rob Schneider', 'David Garrett', 'Rob Schneider', 'Eddie Griffin', 'Jeroen Krabbé', 'Mike Bigelow', 'Harris Goldberg', 'Rob Schneider', 'David Garrett', 'Rob Schneider', 'Eddie Griffin', 'Jeroen Krabbé']","['Columbia Pictures', 'Happy Madison Productions', 'Out of the Blue... Entertainment', '']"
Dr. Dolittle 2,"['20012001', 'PGPG', '1h 27m']",https://www.imdb.com/title/tt0240462/,4,"['Eddie Murphy', 'Norm MacDonald', 'Bob Odenkirk', 'Michael McKean']",4,"['Comedy', 'Family', 'Fantasy']","['Eddie Murphy', 'Cedric the Entertainer', 'Kristen Wilson', 'Raven-Symoné', 'Kyla Pratt', ""Lil' Zane"", 'Denise Dowse', 'James Avery', 'Elayn J. Taylor', 'Andy Richter', 'Kevin Pollak', 'Victor Raider-Wexler', 'Jeffrey Jones', 'Mark Griffin', 'Ken Hudson Campbell', 'Anne Stedman', 'Tommy Bush', 'Adam Vernier']",0,"['Steve Carr', 'Hugh Lofting', 'Larry Levin', 'Eddie Murphy', 'Cedric the Entertainer', 'Kristen Wilson', 'Steve Carr', 'Hugh Lofting', 'Larry Levin', 'Eddie Murphy', 'Cedric the Entertainer', 'Kristen Wilson']","['Twentieth Century Fox', 'Davis Entertainment', 'Joseph M. Singer Entertainment', '']"
The Animal,"['20012001', 'PG-13PG-13', '1h 24m']",https://www.imdb.com/title/tt0255798/,6,"['Rob Schneider', 'Adam Sandler', 'Norm MacDonald']",3,"['Comedy', 'Sci-Fi']","['Rob Schneider', 'Colleen Haskell', 'John C. McGinley', 'Edward Asner', 'Michael Caton', 'Louis Lombardi', 'Guy Torry', 'Bob Rubin', 'Pilar Schneider', 'Scott Wilson', 'Raymond Ma', 'Michael Papajohn', 'Ron Roggé', 'Holly Maples', 'Henriette Mantel', 'Jeremy Kramer', 'Robb Skyler', 'Nicko Mariolis']",0,"['Luke Greenfield', 'Tom Brady', 'Rob Schneider', 'Rob Schneider', 'Colleen Haskell', 'John C. McGinley', 'Luke Greenfield', 'Tom Brady', 'Rob Schneider', 'Rob Schneider', 'Colleen Haskell', 'John C. McGinley']","['Revolution Studios', 'Happy Madison Productions', '']"
The Drew Carey Show,"['TV Series', '1995–20041995–2004', 'TV-PGTV-PG', '30m']",https://www.imdb.com/title/tt0111945/,4,"['Michael C. McCarthy', 'Norm MacDonald', 'Hugh Fink']",3,['Comedy'],"['Drew Carey', 'Diedrich Bader', 'Kathy Kinney', 'Ryan Stiles', 'Craig Ferguson', 'Christa Miller', 'John Carroll Lynch', 'Cynthia Watros', 'Ian Gomez', 'Nan Martin', 'Kate Walsh', 'Jonathan Mangum', 'Kelly Perine', 'Cleveland San Jose Ballet', 'Katy Selverstone', 'Marion Ross', 'Kyle Howard', 'Robert Torti']",233,"['Drew Carey', 'Bruce Helford', 'Drew Carey', 'Diedrich Bader', 'Kathy Kinney', 'Drew Carey', 'Bruce Helford', 'Drew Carey', 'Diedrich Bader', 'Kathy Kinney']","['Mohawk Productions', 'Warner Bros. Television', '']"
Deuce Bigalow: Male Gigolo,"['19991999', 'RR', '1h 28m']",https://www.imdb.com/title/tt0205000/,5,"['Rob Schneider', 'Adam Sandler', 'Norm MacDonald']",3,"['Comedy', 'Romance']","['Rob Schneider', 'William Forsythe', 'Eddie Griffin', 'Arija Bareikis', 'Oded Fehr', ""Gail O'Grady"", 'Richard Riehle', 'Jacqueline Obradors', 'Big Boy', 'Amy Poehler', 'Dina Platias', 'Torsten Voges', 'Deborah Lemen', 'Bree Turner', 'Andrew Shaifer', 'Allen Covert', 'Elle King', 'Barry Cutler']",0,"['Mike Mitchell', 'Harris Goldberg', 'Rob Schneider', 'Rob Schneider', 'William Forsythe', 'Eddie Griffin', 'Mike Mitchell', 'Harris Goldberg', 'Rob Schneider', 'Rob Schneider', 'William Forsythe', 'Eddie Griffin']","['Touchstone Pictures', 'Happy Madison Productions', 'Out of the Blue... Entertainment', '']"
Doctor Dolittle,"['19981998', 'PG-13PG-13', '1h 25m']",https://www.imdb.com/title/tt0118998/,5,"['Gilbert Gottfried', 'Norm MacDonald', 'Eddie Murphy', 'Brian Doyle-Murray', 'Chris Rock']",5,"['Comedy', 'Family', 'Fantasy']","['Eddie Murphy', 'Peter Boyle', 'Ossie Davis', 'Oliver Platt', 'Richard Schiff', 'Kristen Wilson', 'Jeffrey Tambor', 'Kyla Pratt', 'Raven-Symoné', 'Steven Gilborn', 'Erik Dellums', 'June Christopher', 'Cherie Franklin', 'Mark Adair-Rios', 'Don Calfa', 'Arnold F. Turner', 'Kay Yamamoto', 'Kellye Nakahara']",0,"['Betty Thomas', 'Hugh Lofting', 'Nat Mauldin', 'Larry Levin', 'Eddie Murphy', 'Peter Boyle', 'Ossie Davis', 'Betty Thomas', 'Hugh Lofting', 'Nat Mauldin', 'Larry Levin', 'Eddie Murphy', 'Peter Boyle', 'Ossie Davis']","['Twentieth Century Fox', 'Davis Entertainment', 'Joseph M. Singer Entertainment', '']"
Adam Sandler: Steve Polychronopolous,"['Music Video', '19961996', 'Not RatedNot Rated', '3m']",https://www.imdb.com/title/tt6527576/,7,"['Adam Sandler', 'Norm MacDonald', 'Rob Schneider', 'Tim Meadows', 'Chris Farley']",5,"['Short', 'Comedy', 'Music']","['Adam Sandler', 'Chris Farley', 'Norm MacDonald', 'Tim Meadows', 'Rob Schneider', 'Garry Shandling']",0,"['Allen Covert', 'Adam Sandler', 'Adam Sandler', 'Chris Farley', 'Norm MacDonald', 'Allen Covert', 'Adam Sandler', 'Adam Sandler', 'Chris Farley', 'Norm MacDonald']",
Billy Madison,"['19951995', 'PG-13PG-13', '1h 29m']",https://www.imdb.com/title/tt0112508/,8,"['James Downey (I)', 'Adam Sandler', 'Norm MacDonald', 'Tim Herlihy', 'Chris Farley', 'Robert Smigel']",6,['Comedy'],"['Adam Sandler', 'Darren McGavin', 'Bridgette Wilson-Sampras', 'Bradley Whitford', 'Josh Mostel', 'Norm MacDonald', 'Mark Beltzman', 'Larry Hankin', 'Theresa Merritt', 'Dina Platias', 'Hrant Alianak', 'Vincent Marino', 'Jack Mather', 'Christopher Kelk', 'Marc Donato', 'Keith Cole', 'Chris Mei', 'Conor Devitt']",0,"['Tamra Davis', 'Tim Herlihy', 'Adam Sandler', 'Adam Sandler', 'Darren McGavin', 'Bridgette Wilson-Sampras', 'Tamra Davis', 'Tim Herlihy', 'Adam Sandler', 'Adam Sandler', 'Darren McGavin', 'Bridgette Wilson-Sampras']","['Universal Pictures', 'Robert Simonds Productions', '']"
Norm Macdonald: Nothing Special,"['TV Special', '20222022', '1h 26m']",https://www.imdb.com/title/tt20201450/,8,"[""Conan O'Brien"", 'Molly Shannon', 'Adam Sandler', 'Norm MacDonald', 'David Spade']",5,['Comedy'],"['Norm MacDonald', 'Dave Chappelle', 'David Letterman', ""Conan O'Brien"", 'Adam Sandler', 'Molly Shannon', 'David Spade']",0,"['Norm MacDonald', 'Jeff Tomsic', 'Norm MacDonald', 'Norm MacDonald', 'Dave Chappelle', 'David Letterman', 'Norm MacDonald', 'Jeff Tomsic', 'Norm MacDonald', 'Norm MacDonald', 'Dave Chappelle', 'David Letterman']","['Anchor Spud Productions', 'Irwin Entertainment', '']"
Back to Norm,"['TV Movie', '20052005', '30m']",https://www.imdb.com/title/tt0462081/,7,"['Rob Schneider', 'Norm MacDonald', 'Bruce McCulloch']",3,['Comedy'],"['Norm MacDonald', 'Rob Schneider', 'John Farley', 'Kevin P. Farley', 'Brian Howe', 'Margie Loomis', 'Faith Salie', 'Janet Varney', 'Rachelle Pettinato', 'Max Wright', 'Joseph Dunn']",0,"['Michael Dimich', 'Bruce McCulloch', 'Charlie Bonomo', 'Norm MacDonald', 'Bruce McCulloch', 'Norm MacDonald', 'Rob Schneider', 'John Farley', 'Michael Dimich', 'Bruce McCulloch', 'Charlie Bonomo', 'Norm MacDonald', 'Bruce McCulloch', 'Norm MacDonald', 'Rob Schneider', 'John Farley']",
Roseanne,"['TV Series', '1988–20181988–2018', 'TV-PGTV-PG', '21m']",https://www.imdb.com/title/tt0094540/,5,"['Laurie Metcalf', 'Norm MacDonald', 'Bob Odenkirk', 'Laura Kightlinger', 'Chris Farley']",5,"['Comedy', 'Drama']","['Roseanne Barr', 'John Goodman', 'Laurie Metcalf', 'Michael Fishman', 'Sara Gilbert', 'Alicia Goranson', 'Johnny Galecki', 'Natalie West', 'Glenn Quinn', 'Sarah Chalke', 'Estelle Parsons', 'Martin Mull', ""Michael O'Keefe"", 'Sandra Bernhard', 'James Pickens Jr.', 'Cole Roberts', 'Tom Arnold', 'Bonnie Bramlett']",230,"['Roseanne Barr', 'Matt Williams', 'Roseanne Barr', 'John Goodman', 'Laurie Metcalf', 'Roseanne Barr', 'Matt Williams', 'Roseanne Barr', 'John Goodman', 'Laurie Metcalf']","['Wind Dancer Productions', 'Carsey-Werner Company', 'Paramount Television', '']"
Norm MacDonald is Trending,"['TV Special', '20132013', '30m']",https://www.imdb.com/title/tt2402661/,4,"['Ross Abrash', 'Frank Sebastiano', 'Norm MacDonald']",3,['Talk-Show'],['Norm MacDonald'],0,"['Tom Stern', 'Ross Abrash', 'Eddie Feldmann', 'Jeff Martin', 'Norm MacDonald', 'Tom Stern', 'Ross Abrash', 'Eddie Feldmann', 'Jeff Martin', 'Norm MacDonald']",
Sports Show with Norm Macdonald,"['TV Series', '20112011', '30m']",https://www.imdb.com/title/tt1885032/,5,"['Ross Abrash', 'Frank Sebastiano', 'Norm MacDonald']",3,"['Comedy', 'News', 'Sport']","['Norm MacDonald', 'Kyle Mooney', 'Linda Wang', 'Ying Tao', 'Yumi Murakami', 'Derek Waters', 'Ben Hoffman', 'Mateus Ward', 'Blake Griffin', 'Manny Pacquiao', 'DeAndre Jordan', 'Pau Gasol']",9,"['Mike Gibbons', 'Lori Jo Hoekstra', 'Daniel Kellison', 'Norm MacDonald', 'Kyle Mooney', 'Linda Wang', 'Mike Gibbons', 'Lori Jo Hoekstra', 'Daniel Kellison', 'Norm MacDonald', 'Kyle Mooney', 'Linda Wang']",
A Minute with Stan Hooper,"['TV Series', '2003–20042003–2004', '30m']",https://www.imdb.com/title/tt0366055/,6,"['Cindy Caponera', 'Mary Gross', 'Norm MacDonald']",3,['Comedy'],"['Norm MacDonald', 'Penelope Ann Miller', 'Brian Howe', 'Garret Dillahunt', 'Eric Lively', 'Reagan Dale Neis', 'Fred Willard', 'Daniel Roebuck', 'Paul Butcher', 'Carolyn Lawrence', 'James Whitmore', 'Mindy Sterling', 'Bill Fagerbakke', 'Kevin McDonald', 'Ellen Albertini Dow', 'Max Wright', 'Mary Gross', 'Paul Willson']",13,"['Barry Kemp', 'Norm MacDonald', 'Norm MacDonald', 'Penelope Ann Miller', 'Brian Howe', 'Barry Kemp', 'Norm MacDonald', 'Norm MacDonald', 'Penelope Ann Miller', 'Brian Howe']","['Bungalow 78 Productions', 'Carsey-Werner-Mandabach Productions', 'Paramount Network Television', '']"
Reza Rifts,"['Podcast Series', '2021– 2021– ']",https://www.imdb.com/title/tt18345852/,7,"['Jay Mohr', 'Dave Sirus', 'Fred Wolf', 'Norm MacDonald', 'Jon Rudnitsky', 'Jeff Richards (III)', 'Julia Sweeney']",7,['Comedy'],"['Keith Reza', 'Alan Lee', 'Victor Pacheco', 'Meghan Jenkins', 'Mike Starr', 'Dante', 'Rosie Tran', 'Richard Chassler', 'T.J. Miller', 'Norm MacDonald', 'Jay Mohr', 'Bob Saget', 'Fred Stoller', 'Geoffrey Blake', 'Eric Edwards', 'Craig Shoemaker', 'Aida Rodriguez', 'Barry Katz']",199,"['Keith Reza', 'Alan Lee', 'Victor Pacheco', 'Keith Reza', 'Alan Lee', 'Victor Pacheco']",
Quarantined with Norm Macdonald,"['TV Series', '20202020']",https://www.imdb.com/title/tt20770736/,2,"['Norm MacDonald', 'Chevy Chase']",2,['Talk-Show'],"['Norm MacDonald', 'Chevy Chase', 'Roseanne Barr', 'Bob Saget', 'Adam Eget', 'Josh Gardner']",5,"['Norm MacDonald', 'Chevy Chase', 'Roseanne Barr', 'Norm MacDonald', 'Chevy Chase', 'Roseanne Barr']",
Laugh Factory,"['TV Series', '1979– 1979– ']",https://www.imdb.com/title/tt5819408/,23,"['Robert Downey Jr.', 'Kevin Nealon', 'Dana Carvey', 'Leslie Jones', 'Dave Attell', 'Dean Edwards', 'Norm MacDonald', 'Brooks Wheelan', 'Jeff Richards (III)', 'Melissa Villaseñor', 'Rob Schneider', 'Jon Lovitz', 'David Spade', 'Finesse Mitchell']",14,['Comedy'],"['Tiffany Haddish', 'Kevin Nealon', ""Chris D'Elia"", 'Erik Griffin', 'Paul Rodriguez', 'Jerrod Carmichael', 'Alonzo Bodden', 'Adam Ray', 'Jeremy Hotz', 'Harland Williams', 'Alex Powers', 'Aries Spears', 'Deon Cole', 'Finesse Mitchell', 'T.J. Miller', 'Tony Rock', 'Natasha Leggero', 'Bobby Lee']",428,"['Jamie Masada', 'Tiffany Haddish', 'Kevin Nealon', ""Chris D'Elia"", 'Jamie Masada', 'Tiffany Haddish', 'Kevin Nealon', ""Chris D'Elia""]",
Kennedy Center Mark Twain Prize Honoring David Letterman,"['TV Special', '20172017']",https://www.imdb.com/title/tt7853360/,8,"['Bill Hader', 'Al Franken', 'Paul Shaffer', 'Norm MacDonald', 'John Mulaney', 'Bill Murray', 'Fred Armisen', 'Martin Short']",8,['News'],"['Fred Armisen', 'Al Franken', 'Bill Hader', 'Alan Kalter', 'Clarice Kestenbaum', 'Jimmy Kimmel', 'David Letterman', 'Norm MacDonald', 'Steve Martin', 'John Mulaney', 'Bill Murray', 'Michelle Obama', 'Amy Schumer', 'Paul Shaffer', 'Martin Short', 'Eddie Vedder', 'Jimmie Walker']",0,"['Linda Mendoza', 'Beth Armogida', 'Bob Kaminsky', 'Peter Kaminsky', 'Fred Armisen', 'Al Franken', 'Bill Hader', 'Linda Mendoza', 'Beth Armogida', 'Bob Kaminsky', 'Peter Kaminsky', 'Fred Armisen', 'Al Franken', 'Bill Hader']",
2016 Canadian Screen Awards,"['TV Special', '20162016']",https://www.imdb.com/title/tt5104988/,3,"['Norm MacDonald', 'Martin Short']",2,['Comedy'],"['Emily VanCamp', ""Catherine O'Hara"", 'Tatiana Maslany', 'Jacob Tremblay', 'Christopher Plummer', 'Eugene Levy', 'Donald Sutherland', 'Jared Keeso', 'Martin Short', 'Wendy Crewson', 'Norm MacDonald', 'Ari Millen', 'Lyriq Bent', 'Vinay Virmani', 'Shailyn Pierre-Dixon', 'Alice Moran', 'Patrice Goodman', 'Emmanuel Kabongo']",0,"[""Shelagh O'Brien"", 'Norm MacDonald', ""Steve O'Donnell"", 'Steve Patterson', 'Emily VanCamp', ""Catherine O'Hara"", 'Tatiana Maslany', ""Shelagh O'Brien"", 'Norm MacDonald', ""Steve O'Donnell"", 'Steve Patterson', 'Emily VanCamp', ""Catherine O'Hara"", 'Tatiana Maslany']",
Tom Green Live,"['TV Series', '2013– 2013– ', '1h']",https://www.imdb.com/title/tt3213936/,7,"['Kevin Nealon', 'Dana Carvey', 'Jay Mohr', 'Norm MacDonald', 'John Mulaney', 'Garrett Morris', 'Chris Kattan']",7,"['Comedy', 'Talk-Show']","['Tom Green', 'James Handle', 'Andrew Dice Clay', 'Sammy Hagar', 'Bob Einstein', 'Dick Cavett', 'Eric André', 'Howie Mandel', 'Richard Belzer', 'Artie Lange', 'Henry Rollins', 'Tony Hawk', 'Russell Peters', 'Steve Carell', 'Tim Matheson', ""'Weird Al' Yankovic"", 'Aisha Tyler', 'Seth Green']",44,"['Tom Green', 'James Handle', 'Andrew Dice Clay', 'Tom Green', 'James Handle', 'Andrew Dice Clay']",
Quality Balls: The David Steinberg Story,"['20132013', 'Not RatedNot Rated', '1h 16m']",https://www.imdb.com/title/tt2755860/,5,"['Larry David', 'Jean Doumanian', 'Norm MacDonald', 'Alan Zweibel', 'J.B. Smoove']",5,['Documentary'],"['David Bianculli', 'Johnny Carson', 'Larry Charles', 'Larry David', 'Jean Doumanian', 'Bob Einstein', 'David Foley', 'Stevie Ray Fromstein', 'Jeff Garlin', 'Billy Grundfest', 'Jay Kogen', 'Brian Koppelman', 'Norm MacDonald', 'Mary Ellen Mark', 'Jane Milmore', 'Phil Rosenthal', 'Robin Ruzan', 'Jerry Seinfeld']",0,"['Barry Avrich', 'David Bianculli', 'Johnny Carson', 'Larry Charles', 'Barry Avrich', 'David Bianculli', 'Johnny Carson', 'Larry Charles']",
Tom Green's House Tonight,"['TV Series', '2006– 2006– ', '1h']",https://www.imdb.com/title/tt0813913/,2,"['Norm MacDonald', 'Bob Odenkirk']",2,"['Comedy', 'Talk-Show']","['Tom Green', 'Steve', 'Zack Wolk', 'Robert Samuel Kurtz', 'Nathan Walker Gray', 'Annie', 'Rex Murphy', 'Brian Gramo', 'Gregg Turkington', 'Michael Simpson', 'Tom Scholle', 'Jeremy Klein', 'Eric Politowski', 'Harland Williams', 'Andy Dick', 'Taiwan Brown', 'Joey Politowski', 'Richie Stark']",79,"['Tom Green', 'Steve', 'Zack Wolk', 'Tom Green', 'Steve', 'Zack Wolk']",
Legends: Rodney Dangerfield,"['TV Special', '20062006', '1h']",https://www.imdb.com/title/tt0865327/,6,"['Adam Sandler', 'Norm MacDonald', 'Rob Schneider', 'Bill Murray', 'Chevy Chase', 'Chris Rock']",6,[],"['Rodney Dangerfield', 'Roseanne Barr', 'Sandra Bernhard', 'Susie Essman', 'Jeff Foxworthy', 'Robert Klein', 'Jay Leno', 'Norm MacDonald', 'Bill Maher', 'Anne Meara', 'Bill Murray', 'Chris Rock', 'Ray Romano', 'Bob Saget', 'Adam Sandler', 'Rob Schneider', 'Jerry Seinfeld', 'Jerry Stiller']",0,"['Sue Wolf', 'Chuck Sklar', 'Rodney Dangerfield', 'Roseanne Barr', 'Sandra Bernhard', 'Sue Wolf', 'Chuck Sklar', 'Rodney Dangerfield', 'Roseanne Barr', 'Sandra Bernhard']",
Last Laugh '04,"['TV Movie', '20042004', '1h 30m']",https://www.imdb.com/title/tt0437932/,3,"['Norm MacDonald', 'Jeff Richards (III)', 'Colin Quinn']",3,['Comedy'],"['Ben Affleck', 'Yasser Arafat', 'Lance Armstrong', 'Sybil Azur', 'Charles Barkley', 'Paul Begala', 'Owen Burke', 'Barbara Bush', 'George W. Bush', 'Laura Bush', 'Fidel Castro', 'Dick Cheney', 'Bill Clinton', 'Anderson Cooper', 'David Cross', 'Macaulay Culkin', 'Johnny Damon', 'Andy Dick']",0,"['Russell Bates', 'Joel Gallen', 'Scott Preston', 'H. Jon Benjamin', 'Jon Glaser', 'Joe Wagner', 'Ben Affleck', 'Yasser Arafat', 'Lance Armstrong', 'Russell Bates', 'Joel Gallen', 'Scott Preston', 'H. Jon Benjamin', 'Jon Glaser', 'Joe Wagner', 'Ben Affleck', 'Yasser Arafat', 'Lance Armstrong']",
Turn Ben Stein On,"['TV Series', '1999–20011999–2001', '30m']",https://www.imdb.com/title/tt0215270/,2,"['Norm MacDonald', 'Al Franken']",2,"['Comedy', 'Talk-Show']","['Ben Stein', 'Carl Reiner', 'Alexander Payne', 'Bob Saget', 'Patrick Bristow', 'Hampton Fancher', 'Grace Slick', 'Katie Wagner', 'Carl Bernstein', 'Alvin Toffler', 'Fred Willard', 'Henry Rollins', 'Drew Carey', 'Bill Nye', 'Coolio', 'Al Franken', 'Jodi Ann Paterson', 'Susan Estrich']",25,"['Ben Stein', 'Carl Reiner', 'Alexander Payne', 'Ben Stein', 'Carl Reiner', 'Alexander Payne']","['Al Burton Productions', 'Bunkhouse Logic Corporation', '']"
Legacy: The True Story of the LA Lakers,"['TV Mini Series', '20222022', 'TV-MATV-MA', '1h']",https://www.imdb.com/title/tt6484074/,2,"[""Conan O'Brien"", 'Norm MacDonald']",2,"['Documentary', 'History', 'Sport']","['Jeanie Buss', 'Johnny Buss', 'Jimmy Buss', 'Jerry West', 'Michael Cooper', 'Janie Buss', 'Gary Vitti', 'Kurt Rambis', 'Mitch Kupchak', 'Byron Scott', 'Flea', 'Kareem Abdul-Jabbar', 'Pat Riley', 'Steve Springer', 'Magic Johnson', 'Claire Rothman', 'Linda Rambis', 'Ice Cube']",10,"['Jeanie Buss', 'Johnny Buss', 'Jimmy Buss', 'Jeanie Buss', 'Johnny Buss', 'Jimmy Buss']","['Los Angeles Media Fund (LAMF)', 'Haven Entertainment', 'Hill District Media', '']"
Saturday Night Live: Presidential Bash 2000,"['TV Special', '20002000', 'TV-14TV-14']",https://www.imdb.com/title/tt0266934/,22,"['Rachel Dratch', 'Ana Gasteyer', 'James Downey (I)', 'Dana Carvey', 'Nora Dunn', 'Norm MacDonald', 'Jan Hooks', 'Jon Lovitz', 'Molly Shannon', 'Al Franken', 'Lorne Michaels', 'Phil Hartman', 'Kevin Nealon', 'Chris Parnell', 'Dan Aykroyd', 'Chris Kattan', 'Darrell Hammond', 'Victoria Jackson', 'Will Ferrell']",19,['Comedy'],"['Al Gore', 'Dan Aykroyd', 'Barbara Bush', 'George Bush', 'George W. Bush', 'Dana Carvey', 'Rachel Dratch', 'Nora Dunn', 'Will Ferrell', 'Michael J. Fox', 'Al Franken', 'Ana Gasteyer', 'Rudy Giuliani', 'John Goodman', 'Darrell Hammond', 'Phil Hartman', 'Jan Hooks', 'Jesse Jackson']",0,"['James Downey', 'Al Franken', 'Al Gore', 'Dan Aykroyd', 'Barbara Bush', 'James Downey', 'Al Franken', 'Al Gore', 'Dan Aykroyd', 'Barbara Bush']",
