Weight,Source,Target
2,Hannibal Buress,Paul Brittain
1,Jerry Minor,Katie Rich
2,Jerry Minor,Paul Brittain
1,Katie Rich,Laraine Newman
3,Katie Rich,Taran Killam
2,Kevin Nealon,Paul Brittain
5,Laraine Newman,Paul Brittain
2,Paul Brittain,Sarah Silverman
2,Paul Brittain,Sasheer Zamata
6,Paul Brittain,Taran Killam
4,Paul Brittain,Vanessa Bayer
2,Molly Shannon,Terry Sweeney
1,Taran Killam,Terry Sweeney
1,Cindy Caponera,Jane Curtin
3,Cindy Caponera,Rachel Dratch
2,Akiva Schaffer,Heather Anne Campbell
4,Akiva Schaffer,Ryan Perez (I)
6,Andy Samberg,Ryan Perez (I)
4,Heather Anne Campbell,Jorma Taccone
3,Jorma Taccone,Ryan Perez (I)
1,Michael McKean,Pamela Norris
1,David Koechner,Fran Gillespie
6,David Koechner,Ryan Perez (I)
1,Fran Gillespie,Laraine Newman
2,Laraine Newman,Ryan Perez (I)
2,Claire Mulaney,Katie Rich
1,Garrett Morris,Pamela Norris
5,A. Whitney Brown,Adam Sandler
3,A. Whitney Brown,Andy Samberg
2,A. Whitney Brown,Ben Stiller
4,A. Whitney Brown,Bill Hader
2,A. Whitney Brown,Bob Odenkirk
3,A. Whitney Brown,Brian Doyle-Murray
2,A. Whitney Brown,Bruce McCulloch
5,A. Whitney Brown,Cheri Oteri
2,A. Whitney Brown,Chris Elliott
4,A. Whitney Brown,Chris Kattan
1,A. Whitney Brown,Chris Kelly
8,A. Whitney Brown,Chris Rock
4,A. Whitney Brown,Christopher Guest
5,A. Whitney Brown,Colin Quinn
8,A. Whitney Brown,Conan O'Brien
4,A. Whitney Brown,Damon Wayans
5,A. Whitney Brown,Darrell Hammond
3,A. Whitney Brown,Dave Attell
3,A. Whitney Brown,David Koechner
1,A. Whitney Brown,Hannibal Buress
4,A. Whitney Brown,Harry Shearer
2,A. Whitney Brown,Janeane Garofalo
3,A. Whitney Brown,Jason Sudeikis
3,A. Whitney Brown,Jay Mohr
2,A. Whitney Brown,Jenny Slate
1,A. Whitney Brown,Jerry Minor
3,A. Whitney Brown,Jim Breuer
5,A. Whitney Brown,Jimmy Fallon
5,A. Whitney Brown,Julia Sweeney
12,A. Whitney Brown,Kevin Nealon
3,A. Whitney Brown,Kristen Wiig
3,A. Whitney Brown,Larry David
2,A. Whitney Brown,Laura Kightlinger
2,A. Whitney Brown,Louis C.K.
3,A. Whitney Brown,Mark McKinney
1,A. Whitney Brown,Michael Che
3,A. Whitney Brown,Michael McKean
3,A. Whitney Brown,Molly Shannon
1,A. Whitney Brown,Nancy Carell
5,A. Whitney Brown,Norm MacDonald
5,A. Whitney Brown,Ray James
3,A. Whitney Brown,Rob Riggle
5,A. Whitney Brown,Rob Schneider
3,A. Whitney Brown,Robert Downey Jr.
8,A. Whitney Brown,Robert Smigel
1,A. Whitney Brown,Sam Jay
1,A. Whitney Brown,Sarah Schneider
8,A. Whitney Brown,Stephen Colbert
6,A. Whitney Brown,Tina Fey
5,A. Whitney Brown,Tracy Morgan
6,A. Whitney Brown,Will Ferrell
4,Adam Sandler,Chris Kelly
4,Adam Sandler,Sarah Schneider
2,Al Franken,Chris Kelly
2,Al Franken,Sarah Schneider
5,Andy Samberg,Chris Kelly
6,Andy Samberg,Sarah Schneider
1,Anthony Michael Hall,Chris Kelly
1,Anthony Michael Hall,Sarah Schneider
2,Ben Stiller,Chris Kelly
2,Ben Stiller,Sarah Schneider
5,Bill Hader,Brian Doyle-Murray
6,Bill Hader,Chris Kelly
6,Bill Hader,Sarah Schneider
5,Bill Murray,Bruce McCulloch
4,Bill Murray,Chris Kelly
2,Bill Murray,Laura Kightlinger
8,Bill Murray,Mark McKinney
4,Bill Murray,Sarah Schneider
6,Billy Crystal,Mark McKinney
4,Bob Odenkirk,Chris Kelly
3,Bob Odenkirk,Sarah Schneider
3,Brian Doyle-Murray,Bruce McCulloch
2,Brian Doyle-Murray,Chris Kelly
3,Brian Doyle-Murray,Dave Attell
3,Brian Doyle-Murray,David Spade
3,Brian Doyle-Murray,Dennis Miller
1,Brian Doyle-Murray,Jerry Minor
5,Brian Doyle-Murray,Laura Kightlinger
2,Brian Doyle-Murray,Mark McKinney
2,Brian Doyle-Murray,Nancy Carell
5,Brian Doyle-Murray,Randy Quaid
1,Brian Doyle-Murray,Sam Jay
2,Brian Doyle-Murray,Sarah Schneider
2,Bruce McCulloch,Chris Kelly
2,Bruce McCulloch,Michael Che
1,Bruce McCulloch,Nancy Carell
2,Bruce McCulloch,Randy Quaid
1,Bruce McCulloch,Ray James
2,Bruce McCulloch,Sarah Schneider
1,Carol Leifer,Chris Kelly
3,Carol Leifer,Mark McKinney
2,Carol Leifer,Nancy Carell
1,Carol Leifer,Ray James
1,Carol Leifer,Sarah Schneider
2,Cheri Oteri,Chris Kelly
2,Cheri Oteri,Sarah Schneider
8,Chevy Chase,Mark McKinney
1,Chris Elliott,Chris Kelly
3,Chris Elliott,Mark McKinney
1,Chris Elliott,Nancy Carell
4,Chris Elliott,Randy Quaid
1,Chris Elliott,Sarah Schneider
3,Chris Kattan,Chris Kelly
1,Chris Kattan,Ray James
3,Chris Kattan,Sarah Schneider
4,Chris Kelly,Chris Rock
1,Chris Kelly,Christopher Guest
2,Chris Kelly,Conan O'Brien
1,Chris Kelly,Damon Wayans
4,Chris Kelly,Darrell Hammond
2,Chris Kelly,Dave Attell
2,Chris Kelly,David Koechner
3,Chris Kelly,David Spade
2,Chris Kelly,Dennis Miller
4,Chris Kelly,Eddie Murphy
5,Chris Kelly,Hannibal Buress
1,Chris Kelly,Harry Shearer
5,Chris Kelly,Jason Sudeikis
1,Chris Kelly,Jay Mohr
2,Chris Kelly,Jenny Slate
1,Chris Kelly,Jerry Minor
3,Chris Kelly,Jim Belushi
2,Chris Kelly,Jim Breuer
6,Chris Kelly,Jimmy Fallon
2,Chris Kelly,Jon Lovitz
3,Chris Kelly,Julia Louis-Dreyfus
2,Chris Kelly,Julia Sweeney
3,Chris Kelly,Kevin Nealon
6,Chris Kelly,Kristen Wiig
3,Chris Kelly,Larry David
1,Chris Kelly,Laura Kightlinger
2,Chris Kelly,Mark McKinney
3,Chris Kelly,Martin Short
2,Chris Kelly,Michael McKean
4,Chris Kelly,Mike Myers
7,Chris Kelly,Molly Shannon
1,Chris Kelly,Nancy Carell
3,Chris Kelly,Norm MacDonald
1,Chris Kelly,Randy Quaid
1,Chris Kelly,Ray James
1,Chris Kelly,Rob Schneider
4,Chris Kelly,Robert Smigel
3,Chris Kelly,Sam Jay
3,Chris Kelly,Stephen Colbert
3,Chris Kelly,Tracy Morgan
8,Chris Kelly,Will Ferrell
3,Chris Rock,Sarah Schneider
5,Christopher Guest,Mark McKinney
1,Christopher Guest,Sarah Schneider
3,Colin Quinn,Nancy Carell
3,Colin Quinn,Randy Quaid
3,Colin Quinn,Sarah Schneider
2,Conan O'Brien,Sarah Schneider
3,Damon Wayans,Laura Kightlinger
1,Damon Wayans,Sarah Schneider
2,Darrell Hammond,Ray James
4,Darrell Hammond,Sarah Schneider
1,Dave Attell,Nancy Carell
3,Dave Attell,Randy Quaid
1,Dave Attell,Sarah Schneider
2,David Koechner,Sarah Schneider
3,David Spade,Sarah Schneider
6,Dennis Miller,Mark McKinney
2,Dennis Miller,Nancy Carell
3,Dennis Miller,Sam Jay
2,Dennis Miller,Sarah Schneider
6,Eddie Murphy,Mark McKinney
4,Eddie Murphy,Sarah Schneider
3,Hannibal Buress,Mark McKinney
3,Hannibal Buress,Sarah Schneider
4,Harry Shearer,Mark McKinney
1,Harry Shearer,Sarah Schneider
1,Janeane Garofalo,Sarah Schneider
5,Jason Sudeikis,Sarah Schneider
1,Jay Mohr,Sarah Schneider
4,Jenny Slate,Mark McKinney
2,Jenny Slate,Sarah Schneider
4,Jerry Minor,Jon Lovitz
3,Jerry Minor,Nancy Carell
1,Jerry Minor,Randy Quaid
1,Jerry Minor,Sarah Schneider
3,Jim Belushi,Sarah Schneider
4,Jim Breuer,Nancy Carell
3,Jim Breuer,Randy Quaid
2,Jim Breuer,Sarah Schneider
6,Jimmy Fallon,Sarah Schneider
3,Jon Lovitz,Ray James
2,Jon Lovitz,Sarah Schneider
3,Julia Louis-Dreyfus,Sarah Schneider
8,Julia Sweeney,Mark McKinney
2,Julia Sweeney,Sarah Schneider
3,Kevin Nealon,Sarah Schneider
6,Kristen Wiig,Sarah Schneider
4,Larry David,Mark McKinney
3,Larry David,Sarah Schneider
3,Laura Kightlinger,Mark McKinney
1,Laura Kightlinger,Michael Che
2,Laura Kightlinger,Nancy Carell
2,Laura Kightlinger,Randy Quaid
1,Laura Kightlinger,Ray James
1,Laura Kightlinger,Sarah Schneider
4,Louis C.K.,Sarah Schneider
2,Mark McKinney,Michael Che
15,Mark McKinney,Molly Shannon
4,Mark McKinney,Nancy Carell
2,Mark McKinney,Randy Quaid
1,Mark McKinney,Ray James
7,Mark McKinney,Robert Smigel
2,Mark McKinney,Sam Jay
2,Mark McKinney,Sarah Schneider
3,Martin Short,Sarah Schneider
2,Michael McKean,Sarah Schneider
4,Mike Myers,Sarah Schneider
6,Molly Shannon,Sarah Schneider
1,Nancy Carell,Ray James
3,Nancy Carell,Robert Smigel
1,Nancy Carell,Sam Jay
1,Nancy Carell,Sarah Schneider
3,Norm MacDonald,Sarah Schneider
1,Randy Quaid,Ray James
3,Randy Quaid,Robert Smigel
1,Randy Quaid,Sam Jay
1,Randy Quaid,Sarah Schneider
8,Ray James,Robert Smigel
1,Ray James,Sam Jay
1,Ray James,Sarah Schneider
1,Rob Schneider,Sarah Schneider
4,Robert Smigel,Sarah Schneider
2,Sam Jay,Sarah Schneider
3,Sarah Schneider,Stephen Colbert
7,Sarah Schneider,Tina Fey
3,Sarah Schneider,Tracy Morgan
7,Sarah Schneider,Will Ferrell
3,Ian Maxtone-Graham,Lewis Morton
7,Laraine Newman,Noël Wells
3,Bruce McCulloch,Emily Spivey
3,Bruce McCulloch,Heidi Gardner
2,Emily Spivey,Jordan Black
4,Heidi Gardner,Jordan Black
5,Jordan Black,Kristen Wiig
1,Jordan Black,Sam Jay
2,Julio Torres,Laura Kightlinger
1,Christine Zander,Jessica Conrad
3,Jorma Taccone,Nicholas Rutherford
7,Frank Sebastiano,J.B. Smoove
3,Frank Sebastiano,Jeff Richards (III)
6,Frank Sebastiano,Kevin Nealon
3,Adam McKay,Ryan Perez (I)
5,Bob Odenkirk,Ryan Perez (I)
4,Jerry Minor,Ryan Perez (I)
13,Jerry Minor,Tim Meadows
1,Christine Ebersole,Tim Meadows
4,Don Novello,Seth Meyers
1,Jay Mohr,Pamela Norris
6,Kevin Nealon,Tony De Sena (I)
1,Cindy Caponera,Garrett Morris
1,Cindy Caponera,Joan Cusack
3,Garrett Morris,Joan Cusack
15,Garrett Morris,Rachel Dratch
3,Jerry Minor,John Milhiser
1,Jean Doumanian,John Lutz
1,Jean Doumanian,Paul Brittain
1,John Lutz,Paul Brittain
12,Cheri Oteri,Garrett Morris
7,Adam Sandler,Michael O'Donoghue
2,James Austin Johnson,Julio Torres
2,James Austin Johnson,Natasha Rothwell
4,Julio Torres,Natasha Rothwell
1,Carol Leifer,Drake Sather
2,Carol Leifer,Jon Vitti
3,Chris Elliott,Jon Vitti
2,Drake Sather,Jon Lovitz
1,Drake Sather,Jon Vitti
2,Drake Sather,Sarah Silverman
1,Drake Sather,Victoria Jackson
4,Jon Lovitz,Jon Vitti
3,Jon Vitti,Sarah Silverman
1,Jon Vitti,Victoria Jackson
3,Judith Belushi-Pisano,Laraine Newman
2,Jessi Klein,John Lutz
1,Carol Leifer,Cindy Caponera
2,Cindy Caponera,Larry David
5,Julia Sweeney,Siobhan Fallon Hogan
4,Christopher Guest,Denny Dillon
3,Chris Kelly,Ryan Perez (I)
1,Andy Samberg,David Iserson
2,David Iserson,Fred Armisen
1,David Iserson,J.B. Smoove
1,David Iserson,J.J. Philbin
1,David Iserson,Jon Lovitz
1,David Iserson,Michaela Watkins
1,David Iserson,Nasim Pedrad
1,David Iserson,Rob Riggle
1,David Iserson,Robert Smigel
1,David Iserson,Taran Killam
1,J.B. Smoove,J.J. Philbin
1,J.J. Philbin,Robert Smigel
7,Frank Sebastiano,Hannibal Buress
1,Christine Zander,Jim Belushi
2,Jeremy Stevens,Tony De Sena (I)
3,Bobby Moynihan,Doug Abeles
8,Bill Murray,Brian McConnachie
5,Brian McConnachie,Don Novello
2,David Breckman,Ross Abrash
2,Abby Elliott,Ali Reza
1,Abby Elliott,Eli Coyote Mandel
4,Abby Elliott,Julio Torres
1,Ali Reza,Chloe Fineman
1,Ali Reza,Eli Coyote Mandel
1,Ali Reza,Julio Torres
1,Ali Reza,Michaela Watkins
1,Ali Reza,Natasha Rothwell
1,Chloe Fineman,Eli Coyote Mandel
2,Chloe Fineman,Natasha Rothwell
1,Christine Ebersole,Eli Coyote Mandel
1,Christine Ebersole,Julio Torres
1,Eli Coyote Mandel,Julio Torres
1,Eli Coyote Mandel,Michaela Watkins
1,Eli Coyote Mandel,Natasha Rothwell
3,Julio Torres,Michaela Watkins
2,Andy Breckman,David Breckman
1,David Breckman,Zack Bornstein
1,Aidy Bryant,Douglas McGrath
1,Ana Gasteyer,Douglas McGrath
1,Bobby Moynihan,Douglas McGrath
1,Brooks Wheelan,Douglas McGrath
1,Douglas McGrath,Horatio Sanz
1,Douglas McGrath,Jenny Slate
1,Douglas McGrath,Jorma Taccone
1,Douglas McGrath,Sudi Green
1,Jenny Slate,Sudi Green
9,Chris Parnell,Victoria Jackson
3,Abby Elliott,Frank Sebastiano
4,Casey Wilson,Frank Sebastiano
3,David Koechner,Frank Sebastiano
4,Frank Sebastiano,John Mulaney
3,Denny Dillon,Jan Hooks
1,Jan Hooks,Pamela Norris
2,Adam Sandler,Lewis Morton
2,Amy Poehler,Lewis Morton
1,George Coe,Melanie Hutsell
1,George Coe,Steve Koren
5,Melanie Hutsell,Steve Koren
2,Max Pross,Stephen Colbert
2,Stephen Colbert,Tom Gammill
1,Bobby Moynihan,LaKendra Tookes
5,Bobby Moynihan,Zach Kanin
4,Cecily Strong,John Lutz
2,Cecily Strong,Kristen Bartlett
1,Cecily Strong,LaKendra Tookes
5,Cecily Strong,Zach Kanin
2,John Lutz,Zach Kanin
1,Kristen Bartlett,LaKendra Tookes
2,Kristen Bartlett,Zach Kanin
1,LaKendra Tookes,Natasha Rothwell
1,LaKendra Tookes,Tim Robinson
1,LaKendra Tookes,Zach Kanin
3,Natasha Rothwell,Tim Robinson
1,Natasha Rothwell,Zach Kanin
8,Tim Robinson,Zach Kanin
1,Ian Maxtone-Graham,Jillian Bell
1,Jerry Collins,Lanier Laney
1,Jerry Collins,Terry Sweeney
1,Lanier Laney,Lori Nasso
1,Lori Nasso,Terry Sweeney
2,Andy Samberg,Christine Nangle
1,Anthony Michael Hall,Christine Nangle
1,Anthony Michael Hall,Heather Anne Campbell
1,Anthony Michael Hall,John Lutz
2,Anthony Michael Hall,Jordan Black
1,Brian Doyle-Murray,Christine Nangle
1,Brian Doyle-Murray,Heather Anne Campbell
2,Brian Doyle-Murray,Heidi Gardner
3,Brian Doyle-Murray,J.B. Smoove
1,Brian Doyle-Murray,Jillian Bell
3,Brian Doyle-Murray,Joan Cusack
1,Brian Doyle-Murray,John Lutz
1,Brian Doyle-Murray,Natasha Rothwell
1,Brian Doyle-Murray,Noël Wells
3,Brian Doyle-Murray,Will Forte
3,Casey Wilson,Noël Wells
4,Chris Parnell,Christine Nangle
9,Chris Parnell,Heidi Gardner
9,Chris Parnell,John Lutz
6,Chris Parnell,Melissa Villaseñor
4,Chris Parnell,Noël Wells
1,Christine Nangle,David Koechner
4,Christine Nangle,Fred Armisen
1,Christine Nangle,Heidi Gardner
3,Christine Nangle,J.B. Smoove
2,Christine Nangle,Jillian Bell
1,Christine Nangle,Joan Cusack
1,Christine Nangle,Kevin Nealon
1,Christine Nangle,Laraine Newman
1,Christine Nangle,Melissa Villaseñor
2,Christine Nangle,Michael McKean
1,Christine Nangle,Molly Shannon
2,Christine Nangle,Stephen Colbert
4,Christine Nangle,Will Forte
3,David Koechner,Noël Wells
3,Fred Armisen,Heather Anne Campbell
6,Fred Armisen,Jordan Black
1,Heather Anne Campbell,Heidi Gardner
1,Heather Anne Campbell,J.B. Smoove
1,Heather Anne Campbell,Jillian Bell
1,Heather Anne Campbell,Joan Cusack
1,Heather Anne Campbell,John Lutz
1,Heather Anne Campbell,Laurie Metcalf
2,Heather Anne Campbell,Michael McKean
1,Heather Anne Campbell,Molly Shannon
1,Heather Anne Campbell,Natasha Rothwell
1,Heather Anne Campbell,Rachel Dratch
1,Heidi Gardner,Noël Wells
1,Joan Cusack,Noël Wells
1,John Lutz,Jordan Black
1,John Lutz,Laraine Newman
2,John Lutz,Noël Wells
4,John Lutz,Stephen Colbert
5,Jordan Black,Laraine Newman
1,Jordan Black,Laurie Metcalf
1,Jordan Black,Melissa Villaseñor
1,Jordan Black,Natasha Rothwell
1,Jordan Black,Noël Wells
5,Jordan Black,Rachel Dratch
2,Laraine Newman,Natasha Rothwell
2,Laurie Metcalf,Natasha Rothwell
2,Melissa Villaseñor,Natasha Rothwell
2,Melissa Villaseñor,Noël Wells
2,Natasha Rothwell,Noël Wells
5,Noël Wells,Will Forte
2,Charlie Grandy,Jerry Minor
3,Colin Jost,Ellen Cleghorne
3,Dean Edwards,Ellen Cleghorne
3,Dean Edwards,Joe Piscopo
8,Ellen Cleghorne,Jim Breuer
5,Ellen Cleghorne,Joe Piscopo
2,Ellen Cleghorne,Michael Che
6,Horatio Sanz,Noël Wells
2,Chris Kelly,Eric Slovin
4,Chris Kelly,John Mulaney
3,Chris Kelly,Sarah Silverman
6,Chris Kelly,Vanessa Bayer
2,Colin Quinn,Eric Slovin
2,Dave Attell,Eric Slovin
2,Dave Attell,Gary Richardson
2,Dave Attell,Jeremy Beiler
3,Eric Slovin,Gilbert Gottfried
3,Eric Slovin,Jeremy Beiler
1,Eric Slovin,Melissa Villaseñor
5,Eric Slovin,Sarah Silverman
2,Eric Slovin,Seth Meyers
1,Eric Slovin,Vanessa Bayer
1,Gary Richardson,Gilbert Gottfried
1,Gary Richardson,John Mulaney
1,Gary Richardson,Sarah Silverman
1,Gary Richardson,Seth Meyers
3,Gary Richardson,Vanessa Bayer
2,Gilbert Gottfried,Jeremy Beiler
2,Hannibal Buress,Jeremy Beiler
4,Jeremy Beiler,John Mulaney
2,Jeremy Beiler,Sarah Silverman
2,Jeremy Beiler,Seth Meyers
4,Jeremy Beiler,Vanessa Bayer
4,George Meyer,Greg Daniels
3,George Meyer,Kevin Nealon
2,Bryan H. Tucker,Hannibal Buress
3,Bryan H. Tucker,Simon Rich
4,Hannibal Buress,Simon Rich
3,Andy Breckman,Fred Armisen
1,Andy Breckman,Michael Schur
3,Billy Crystal,Matt Neuman
1,Carol Leifer,Matt Neuman
1,Cheri Oteri,Matt Neuman
1,Darrell Hammond,Matt Neuman
1,David Spade,Matt Neuman
1,Gilbert Gottfried,Matt Neuman
1,Kevin Nealon,Matt Neuman
2,Laraine Newman,Matt Neuman
1,Martin Short,Matt Neuman
2,Matt Neuman,Paul Shaffer
1,Matt Neuman,Robert Smigel
1,Matt Neuman,Sarah Silverman
1,Matt Neuman,Tracy Morgan
1,Matt Neuman,Victoria Jackson
6,Paul Shaffer,Victoria Jackson
1,Anna Drezen,Conan O'Brien
2,Abby Elliott,Brian Doyle-Murray
1,Abby Elliott,Dan McGrath (I)
1,Abby Elliott,Jerry Collins
1,Abby Elliott,Jon Vitti
1,Abby Elliott,Lori Nasso
1,Abby Elliott,Norm Hiscock
2,Ben Stiller,Dan McGrath (I)
3,Ben Stiller,Jerry Collins
3,Ben Stiller,Jon Vitti
1,Ben Stiller,Lori Nasso
2,Ben Stiller,Norm Hiscock
1,Brian Doyle-Murray,Dan McGrath (I)
2,Brian Doyle-Murray,Emily Spivey
2,Brian Doyle-Murray,Greg Daniels
4,Brian Doyle-Murray,Jerry Collins
1,Brian Doyle-Murray,Jon Vitti
2,Brian Doyle-Murray,Lori Nasso
1,Brian Doyle-Murray,Norm Hiscock
1,Chris Elliott,Dan McGrath (I)
2,Chris Elliott,Emily Spivey
1,Chris Elliott,Greg Daniels
1,Chris Elliott,Jerry Collins
1,Chris Elliott,Lori Nasso
1,Chris Elliott,Norm Hiscock
1,Chris Rock,Dan McGrath (I)
1,Chris Rock,Jon Vitti
1,Chris Rock,Norm Hiscock
1,Dan McGrath (I),David Koechner
1,Dan McGrath (I),Emily Spivey
3,Dan McGrath (I),Greg Daniels
3,Dan McGrath (I),Janeane Garofalo
1,Dan McGrath (I),Jerry Collins
2,Dan McGrath (I),Jon Vitti
1,Dan McGrath (I),Laurie Metcalf
1,Dan McGrath (I),Lori Nasso
1,Dan McGrath (I),Norm Hiscock
1,Dan McGrath (I),Will Ferrell
4,David Koechner,Greg Daniels
5,David Koechner,Jerry Collins
2,David Koechner,Jon Vitti
3,David Koechner,Norm Hiscock
2,Emily Spivey,Greg Daniels
1,Emily Spivey,Jon Vitti
1,Emily Spivey,Lori Nasso
3,Emily Spivey,Norm Hiscock
3,Greg Daniels,Janeane Garofalo
1,Greg Daniels,Jerry Collins
3,Greg Daniels,Jon Vitti
1,Greg Daniels,Lori Nasso
4,Greg Daniels,Norm Hiscock
3,Janeane Garofalo,Jerry Collins
3,Janeane Garofalo,Jon Vitti
2,Janeane Garofalo,Norm Hiscock
1,Jerry Collins,Jon Vitti
1,Jerry Collins,Laurie Metcalf
2,Jerry Collins,Norm Hiscock
5,Jerry Collins,Will Ferrell
1,Jon Vitti,Laurie Metcalf
1,Jon Vitti,Lori Nasso
1,Jon Vitti,Norm Hiscock
2,Jon Vitti,Will Ferrell
1,Laurie Metcalf,Lori Nasso
1,Laurie Metcalf,Norm Hiscock
1,Lori Nasso,Norm Hiscock
3,Norm Hiscock,Will Ferrell
4,Chris Parnell,Ryan Perez (I)
1,Bob Odenkirk,Jasmine Pierce
1,Bobby Moynihan,Jasmine Pierce
3,Dave Attell,Heidi Gardner
1,Dave Attell,Jasmine Pierce
2,Fred Armisen,Jasmine Pierce
1,Gilbert Gottfried,Jasmine Pierce
1,Heidi Gardner,Jasmine Pierce
3,Heidi Gardner,Jerry Minor
1,J.B. Smoove,Jasmine Pierce
1,Jasmine Pierce,Jerry Minor
1,Jasmine Pierce,Kenan Thompson
1,Jasmine Pierce,Kevin Nealon
1,Jasmine Pierce,Melissa Villaseñor
1,Jasmine Pierce,Robert Smigel
1,Jasmine Pierce,Sam Jay
1,Jasmine Pierce,Sarah Silverman
1,Jasmine Pierce,Stephen Colbert
1,Jasmine Pierce,Tracy Morgan
1,Jerry Minor,Melissa Villaseñor
1,Alex English (X),Beck Bennett
1,Alex English (X),Chris Redd
1,Alex English (X),Claire Friedman
1,Alex English (X),Punkie Johnson
2,Alex English (X),Rosebud Baker
2,Alex English (X),Sam Jay
1,Beck Bennett,Claire Friedman
1,Beck Bennett,Rosebud Baker
1,Chris Redd,Claire Friedman
2,Chris Redd,Rosebud Baker
1,Claire Friedman,Punkie Johnson
1,Claire Friedman,Rosebud Baker
2,Punkie Johnson,Rosebud Baker
1,Punkie Johnson,Sam Jay
1,Cheri Oteri,Cindy Caponera
1,Cheri Oteri,Mark O'Donnell (IV)
2,Cindy Caponera,Janeane Garofalo
1,Cindy Caponera,Mark McKinney
2,Cindy Caponera,Mark O'Donnell (IV)
2,Cindy Caponera,Stephen Colbert
2,Cindy Caponera,Will Ferrell
1,Janeane Garofalo,Mark O'Donnell (IV)
1,Mark McKinney,Mark O'Donnell (IV)
1,Mark O'Donnell (IV),Stephen Colbert
1,Mark O'Donnell (IV),Tim Meadows
1,Mark O'Donnell (IV),Will Ferrell
3,Chris Elliott,Liz Cackowski
1,Jenny Slate,Liz Cackowski
5,Kristen Wiig,Liz Cackowski
5,Ali Reza,Amy Poehler
2,Ali Reza,Chris Rock
3,Ali Reza,Dave Attell
4,Ali Reza,Hannibal Buress
2,Ali Reza,J.B. Smoove
4,Ali Reza,Jimmy Fallon
3,Ali Reza,Louis C.K.
2,Ali Reza,Robert Smigel
4,Ali Reza,Sarah Silverman
2,Amy Poehler,Denny Dillon
2,Dave Attell,Denny Dillon
1,Denny Dillon,Hannibal Buress
2,Denny Dillon,J.B. Smoove
3,Denny Dillon,Jimmy Fallon
2,Denny Dillon,Louis C.K.
4,Denny Dillon,Robert Smigel
1,Andrew Kurtzman,Bill Murray
1,Andrew Kurtzman,Bruce McCulloch
1,Andrew Kurtzman,Mark McKinney
1,Brooks Wheelan,Eric Slovin
1,Brooks Wheelan,Jerry Minor
1,Cheri Oteri,Eric Slovin
1,Jan Hooks,Jeremy Stevens
1,Jan Hooks,Mark Reisman
6,Julia Sweeney,Mary Gross
8,Fred Armisen,Marika Sawyer
4,Fred Armisen,Siobhan Fallon Hogan
1,Marika Sawyer,Siobhan Fallon Hogan
3,Marika Sawyer,Vanessa Bayer
2,Siobhan Fallon Hogan,Vanessa Bayer
2,Casey Wilson,Zack Bornstein
1,Cheri Oteri,Zack Bornstein
3,Fred Armisen,Zack Bornstein
2,John Mulaney,Zack Bornstein
1,Jon Lovitz,Neil Casey
1,Jon Lovitz,Zack Bornstein
1,Molly Shannon,Zack Bornstein
1,Tracy Morgan,Zack Bornstein
2,Ana Gasteyer,Charlie Grandy
3,Ana Gasteyer,Jordan Black
3,Bill Hader,Charlie Grandy
1,Casey Wilson,Charlie Grandy
1,Casey Wilson,Greg Daniels
2,Charlie Grandy,Greg Daniels
2,Charlie Grandy,Hannibal Buress
1,Charlie Grandy,Jordan Black
1,Charlie Grandy,Nasim Pedrad
4,Charlie Grandy,Paula Pell
3,Charlie Grandy,Seth Meyers
2,Charlie Grandy,Stephen Colbert
1,Charlie Grandy,Vanessa Bayer
2,Greg Daniels,Hannibal Buress
1,Greg Daniels,Jordan Black
2,Greg Daniels,Vanessa Bayer
2,Jordan Black,Nasim Pedrad
2,Jordan Black,Paula Pell
2,Jordan Black,Vanessa Bayer
1,Dan McGrath (I),Max Brooks
1,Dan McGrath (I),Michael Schur
2,Max Brooks,Michael Schur
1,Alan Zweibel,David Breckman
4,Alan Zweibel,Max Pross
2,Alan Zweibel,Robin Duke
2,Alan Zweibel,Ross Abrash
4,Alan Zweibel,Tom Gammill
1,Andy Breckman,David Koechner
3,Andy Breckman,Jay Mohr
1,Andy Breckman,Laurie Metcalf
3,Andy Breckman,Robin Duke
1,Andy Breckman,Ross Abrash
3,Andy Breckman,Sarah Silverman
1,David Breckman,David Koechner
1,David Breckman,Jay Mohr
1,David Breckman,Kevin Nealon
1,David Breckman,Laurie Metcalf
1,David Breckman,Max Pross
1,David Breckman,Rachel Dratch
1,David Breckman,Robin Duke
1,David Breckman,Sarah Silverman
1,David Breckman,Tom Gammill
2,David Koechner,Max Pross
2,David Koechner,Robin Duke
3,David Koechner,Tom Gammill
2,Jay Mohr,Max Pross
2,Jay Mohr,Tom Gammill
1,Kevin Nealon,Max Pross
2,Kevin Nealon,Tom Gammill
1,Laurie Metcalf,Max Pross
1,Laurie Metcalf,Robin Duke
2,Laurie Metcalf,Ross Abrash
1,Laurie Metcalf,Tom Gammill
2,Max Pross,Rachel Dratch
1,Max Pross,Robin Duke
1,Max Pross,Ross Abrash
4,Rachel Dratch,Robin Duke
2,Rachel Dratch,Tom Gammill
1,Robin Duke,Ross Abrash
1,Robin Duke,Tom Gammill
1,Ross Abrash,Tom Gammill
3,Ana Gasteyer,Christine Zander
1,Christine Zander,Paul Shaffer
1,Laraine Newman,Max Brooks
1,Brian Doyle-Murray,John Swartzwelder
1,Julio Torres,Tom Gianas
9,Laura Kightlinger,Tom Gianas
1,Claire Mulaney,Laura Kightlinger
