imdb_link,genres,stars,media_type,num_episodes,principal_people,production_companies
https://www.imdb.com/title/tt4481514/,"['Comedy', 'Crime']","['Will Ferrell', 'Amy Poehler', 'Ryan Simpkins', 'Jason Mantzoukas', 'Nick Kroll', 'Allison Tolman', 'Rob Huebel', 'Christina Offley', 'Jessie Ennis', 'Rory Scovel', 'Lennon Parham', 'Cedric Yarbrough', 'Kyle Kinane', 'Michaela Watkins', 'Gillian Vigman', 'Steve Zissis', 'Jeremy Renner', 'Alexandra Daddario']","['20172017', 'RR', '1h 28min']",0,"['Andrew Jay Cohen', ""Brendan O'Brien"", 'Andrew Jay Cohen', 'Will Ferrell', 'Amy Poehler', 'Ryan Simpkins', 'Andrew Jay Cohen', ""Brendan O'Brien"", 'Andrew Jay Cohen', 'Will Ferrell', 'Amy Poehler', 'Ryan Simpkins']","['Gary Sanchez Productions', 'Good Universe', 'New Line Cinema', '']"
https://www.imdb.com/title/tt4537842/,"['Comedy', 'Music', 'Musical']","['Bill Murray', 'Paul Shaffer', 'Michael Cera', 'George Clooney', 'Miley Cyrus', 'Dimitri Dimitrov', 'David Johansen', 'Rashida Jones', 'Jenny Lewis', 'Amy Poehler', 'Chris Rock', 'Maya Rudolph', 'Jason Schwartzman', 'Julie White', 'Thomas Mars', 'Phoenix', 'Cindy Mizelle', 'Tawatha Agee']","['TV Special', '20152015', 'TV-MATV-MA', '56min']",0,"['Sofia Coppola', 'Sofia Coppola', 'Mitch Glazer', 'Bill Murray', 'Bill Murray', 'Paul Shaffer', 'Michael Cera', 'Sofia Coppola', 'Sofia Coppola', 'Mitch Glazer', 'Bill Murray', 'Bill Murray', 'Paul Shaffer', 'Michael Cera']","['American Zoetrope', 'South Beach Productions', 'Departed Productions', '']"
https://www.imdb.com/title/tt4941804/,"['Animation', 'Short', 'Comedy']","['Pete Docter', 'Ben Cox', 'Kyle MacLachlan', 'Diane Lane', 'Carlos Alazraqui', 'Kaitlyn Dias', 'Josh Cooley', 'Sherry Lynn', 'Bill Hader', 'Flea', 'Paula Pell', 'Laraine Newman', 'Lori Alan', 'Patrick Seitz', 'Amy Poehler', 'Phyllis Smith', 'Lewis Black', 'Mindy Kaling']","['Video', '20152015', 'GG', '5min']",0,"['Josh Cooley', 'Josh Cooley', 'Yung-Han Chang', 'Bobby Rubio', 'Pete Docter', 'Ben Cox', 'Kyle MacLachlan', 'Josh Cooley', 'Josh Cooley', 'Yung-Han Chang', 'Bobby Rubio', 'Pete Docter', 'Ben Cox', 'Kyle MacLachlan']",
https://www.imdb.com/title/tt4341500/,['Comedy'],"['Marguerite Moreau', 'Zak Orth', 'Paul Rudd', 'Michael Showalter', 'Michael Ian Black', 'Bradley Cooper', 'Janeane Garofalo', 'Amy Poehler', 'Molly Shannon', 'Lake Bell', 'David Bloom', 'Jason Schwartzman', 'Thomas Barbusca', 'Michael Blaiklock', 'George Baron', 'Josh Douglas', 'Samm Levine', 'Alexandra Stamler']","['TV Series', '20152015', 'TV-MATV-MA', '30min']",8,"['Michael Showalter', 'David Wain', 'Marguerite Moreau', 'Zak Orth', 'Paul Rudd', 'Michael Showalter', 'David Wain', 'Marguerite Moreau', 'Zak Orth', 'Paul Rudd']",
https://www.imdb.com/title/tt3463606/,['Comedy'],"['Greg Poehler', 'Josephine Bornebusch', 'Lena Olin', 'Christopher Wagelin', 'Claes Månsson', 'Amy Poehler', 'Per Svensson', 'Illeana Douglas', 'Aubrey Plaza', 'Basim Sabah Albasim', 'Magnus Mark', 'Neve Campbell', 'Patrick Duffy', 'Jennie Silfverhjelm', 'Henrik Johansson', 'Marques Ray', 'Madeleine Martin', 'Gustav Roth']","['TV Series', '2014–20152014–2015', 'TV-PGTV-PG', '30min']",20,"['Greg Poehler', 'Josephine Bornebusch', 'Niclas Carlsson', 'Greg Poehler', 'Josephine Bornebusch', 'Lena Olin', 'Greg Poehler', 'Josephine Bornebusch', 'Niclas Carlsson', 'Greg Poehler', 'Josephine Bornebusch', 'Lena Olin']","['Entertainment One', 'FLX', 'Marobru Inc.', '']"
https://www.imdb.com/title/tt1981538/,['Comedy'],"['Nick Kroll', 'Jon Daly', 'Jenny Slate', 'John Mulaney', 'Sarah Dampf', 'Seth Morris', 'Jason Mantzoukas', 'Chelsea Peretti', 'John Levenstein', 'Samantha Futerman', 'Andy Milonakis', 'Nhut Le', 'Gabe Liedman', 'Ron Funches', 'Megan Neuringer', 'Bill Burr', 'Tess Broussard', 'Eugene Cordero']","['TV Series', '2013–20152013–2015', 'TV-14TV-14', '30min']",33,"['Nick Kroll', 'John Levenstein', 'Jonathan Krisel', 'Nick Kroll', 'Jon Daly', 'Jenny Slate', 'Nick Kroll', 'John Levenstein', 'Jonathan Krisel', 'Nick Kroll', 'Jon Daly', 'Jenny Slate']",
https://www.imdb.com/title/tt4311010/,['Adventure'],"['Nick Offerman', 'Aubrey Plaza', 'Amy Poehler', 'Chris Pratt']","['Video', '20142014']",0,"['Stephanie McGann', 'Nick Offerman', 'Aubrey Plaza', 'Amy Poehler', 'Stephanie McGann', 'Nick Offerman', 'Aubrey Plaza', 'Amy Poehler']",
https://www.imdb.com/title/tt2578560/,['Comedy'],"['Ilana Glazer', 'Abbi Jacobson', 'Hannibal Buress', 'Arturo Castro', 'John Gemberling', 'Paul W. Downs', 'Stephen Schneider', 'Chris Gethard', 'Eliot Glazer', 'Susie Essman', 'Nicole Drespel', ""D'Arcy Carden"", 'Teresa Yenque', 'Bob Balaban', 'RuPaul', 'Wanda Sykes', 'Clea DuVall', 'Rachel Dratch']","['TV Series', '2014–20192014–2019', 'TV-14TV-14', '22min']",50,"['Ilana Glazer', 'Abbi Jacobson', 'Ilana Glazer', 'Abbi Jacobson', 'Hannibal Buress', 'Ilana Glazer', 'Abbi Jacobson', 'Ilana Glazer', 'Abbi Jacobson', 'Hannibal Buress']","['3 Arts Entertainment', 'Jax Media', 'Paper Kite Productions', '']"
https://www.imdb.com/title/tt1545754/,"['Comedy', 'Drama']","['Owen Wilson', 'Zach Galifianakis', 'Amy Poehler', 'Laura Ramsey', 'Melissa Rauch', 'Melanie Ratcliff', 'Jay Gates', 'Naomi Lavette', 'Lauren Lapkus', 'Alana De La Garza', 'Greg Cromer', 'Paul Schulze', 'Matthew Cornwell', 'Bridget Gethins', 'Michael Genevie', 'Joel Gretsch', 'Jason Davis', 'David Selby']","['20132013', 'RR', '1h 54min']",0,"['Matthew Weiner', 'Matthew Weiner', 'Owen Wilson', 'Zach Galifianakis', 'Amy Poehler', 'Matthew Weiner', 'Matthew Weiner', 'Owen Wilson', 'Zach Galifianakis', 'Amy Poehler']",
https://www.imdb.com/title/tt1311060/,['Comedy'],"['Adam Scott', 'Richard Jenkins', ""Catherine O'Hara"", 'Jane Lynch', 'Amy Poehler', 'Mary Elizabeth Winstead', 'Clark Duke', 'Ken Howard', 'Valerie Tian', 'Sarah Burns', 'Jessica Alba', 'Jamie Renell', 'Valerie Payton', 'Gavin Plunkett', 'Isabella Zentkovich', 'Vickie Eng', 'Vince Canlas', 'Mark Oliver']","['20132013', 'RR', '1h 28min']",0,"['Stuart Zicherman', 'Ben Karlin', 'Stuart Zicherman', 'Adam Scott', 'Richard Jenkins', ""Catherine O'Hara"", 'Stuart Zicherman', 'Ben Karlin', 'Stuart Zicherman', 'Adam Scott', 'Richard Jenkins', ""Catherine O'Hara""]","['Black Bear Pictures', 'Process Media', '']"
