,person,credit_type,year,title,imdb_link,media_type,total_episode_count,add_info,year_start,year_end,keep?
3791,Robin Duke,self,1981-1985,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self - Audience Member / Self / Elf / ...",2,"1981-1985

Saturday Night Live
(TV Series)

Self - Audience Member / Self / Elf / ...

- Pee Wee Herman/Queen Ida & The Bon Temps Zydeco Band
(1985)
... Self - Audience Member (uncredited)


- Bill Murray/The Spinners/Yale Whiffenpoofs
(1981)
... Self / Elf / Various",1981,1985,keep_year
3865,Nora Dunn,self,1986-1990,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Leona Helmsley / Ms. Parsons / ...",3,"1986-1990

Saturday Night Live
(TV Series)

Self / Leona Helmsley / Ms. Parsons / ...

- Andrew Dice Clay/Julee Cruise/Spanic Boys
(1990)
... Self (credit only)


- Rick Moranis/Rickie Lee Jones
(1989)
... Self / Leona Helmsley / Ms. Parsons


- George Wendt and Francis Ford Coppola/Philip Glass
(1986)
... Self / Alice Kramden / Various",1986,1990,keep_year
3926,Nora Dunn,actress,1985-1990,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Pat Stevens / Babette / ...",88,"1985-1990

Saturday Night Live
(TV Series)

Various / Pat Stevens / Babette / ...

- Candice Bergen/The Notting Hillbillies
(1990)
... Various


- Alec Baldwin/The B-52's
(1990)
... Various


- Corbin Bernsen/The Smithereens
(1990)
... Various


- Debra Winger/Eric Clapton
(1990)
... Various


- Rob Lowe/The Pogues
(1990)
... Various





Show all 88 episodes",1985,1990,keep_year
4002,Christine Ebersole,self,1981-1982,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Lucy Rutherford / ...",2,"1981-1982

Saturday Night Live
(TV Series)

Self / Various / Lucy Rutherford / ...

- Robert Conrad/The Allman Brothers Band
(1982)
... Self / Various / Lucy Rutherford / ...


- Bill Murray/The Spinners/Yale Whiffenpoofs
(1981)
... Self / Various",1981,1982,keep_year
4044,Christine Ebersole,actress,1981-1982,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / SNL Newsbreak Anchor / Self / ...",18,"1981-1982

Saturday Night Live
(TV Series)

Various / SNL Newsbreak Anchor / Self / ...

- Olivia Newton-John
(1982)
... SNL Newsbreak Anchor / Various / Rizzo


- Danny DeVito/Sparks
(1982)
... SNL Newsbreak Anchor / Various


- Robert Culp/The Charlie Daniels Band
(1982)
... SNL Newsbreak Anchor / Various


- Johnny Cash/Elton John
(1982)
... SNL Newsbreak Anchor / Various


- Daniel J. Travanti/John Cougar
(1982)
... SNL Newsbreak Anchor / Various / Officer Lucy Bates





Show all 18 episodes",1981,1982,keep_year
4107,Dean Edwards,actor,2001-2003,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Randy Jackson / Rushion Brown / ...",40,"2001-2003

Saturday Night Live
(TV Series)

Various / Randy Jackson / Rushion Brown / ...

- Dan Aykroyd/Beyonce
(2003)
... Various


- Adrien Brody/Sean Paul & Wayne Wonder
(2003)
... Various / Randy Jackson


- Ashton Kutcher/50 Cent
(2003)
... Various


- Ray Romano/Zwan
(2003)
... Various


- Bernie Mac/Good Charlotte
(2003)
... Various / Rushion Brown





Show all 40 episodes",2001,2003,keep_year
4138,Abby Elliott,actress,2008-2012,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Zooey Deschanel / Meryl Streep / ...",81,"2008-2012

Saturday Night Live
(TV Series)

Various / Zooey Deschanel / Meryl Streep / ...

- Mick Jagger
(2012)
... Jewel / Shirley / Various


- Will Ferrell/Usher
(2012)
... Various


- Eli Manning/Rihanna
(2012)
... Khloé Kardashian / Various


- Josh Brolin/Gotye
(2012)
... Ke$ha / Various


- Sofía Vergara/One Direction
(2012)
... Zooey Deschanel / Katniss / Paula / ...





Show all 81 episodes",2008,2012,keep_year
4241,Chris Elliott,self,1995-1995,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Tommy",1,"1995

Saturday Night Live
(TV Series)

Self / Tommy

- David Duchovny/Rod Stewart
(1995)
... Self / Tommy",1995,1995,keep_year
4278,Chris Elliott,actor,1994-1995,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / John Liland / Operator / ...",19,"1994-1995

Saturday Night Live
(TV Series)

Various / John Liland / Operator / ...

- Bob Saget/TLC
(1995)
... Various


- Courteney Cox/Dave Matthews Band
(1995)
... Various


- Damon Wayans/Dionne Farris
(1995)
... Various


- John Goodman/Tragically Hip
(1995)
... Various


- Paul Reiser/Annie Lennox
(1995)
... Various





Show all 19 episodes",1994,1995,keep_year
4305,Jimmy Fallon,actor,1998-2019,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Weekend Update Anchor / Jarret / ...",126,"1998-2019

Saturday Night Live
(TV Series)

Various / Weekend Update Anchor / Jarret / ...

- Jennifer Lopez/DaBaby
(2019)
... Justin Trudeau (uncredited)


- Adam Sandler/Shawn Mendes
(2019)
... 'Sandler Family Reunion' sketch (uncredited)


- Donald Glover/Childish Gambino
(2018)
... Jared Kushner (uncredited)


- Lin-Manuel Miranda/Twenty One Pilots
(2016)
... Doreen Troilo (uncredited)


- Justin Timberlake/Lady Gaga
(2011)
... Barry Gibb (uncredited)





Show all 126 episodes",1998,2019,keep_year
4333,Jimmy Fallon,self,2001-2020,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Self - Host / Various / ...",10,"2001-2020

Saturday Night Live
(TV Series)

Self / Self - Host / Various / ...

- Timothée Chalamet/Bruce Springsteen & the E Street Band
(2020)
... Self (uncredited)


- Jimmy Fallon/Harry Styles
(2017)
... Self - Host / Jared Kushner / John Travolta / ...


- Jimmy Fallon/Justin Timberlake
(2013)
... Self - Host / Jim Parsons / Barry Gibb / ...


- Martin Short/Paul McCartney
(2012)
... Self (uncredited)


- Lindsay Lohan/Jack White
(2012)
... Self (uncredited)





Show all 10 episodes",2001,2020,keep_year
4586,Chris Farley,self,1992-1997,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Matt Foley / Various / ...",5,"1992-1997

Saturday Night Live
(TV Series)

Self / Matt Foley / Various / ...

- Chris Farley/The Mighty Mighty Bosstones
(1997)
... Self - Host / Ted Durgen / Mickey / ...


- David Duchovny/Rod Stewart
(1995)
... Self / Beverly Gelfand / Norm


- Heather Locklear/Janet Jackson
(1994)
... Self / Jake Hanson / Patron / ...


- Alec Baldwin/Paul McCartney
(1993)
... Self / Various / Cindy


- Tom Hanks/Bruce Springsteen
(1992)
... Self / Various / Sandman",1992,1997,keep_year
4596,Chris Farley,actor,1990-1996,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Tom Arnold / Customer / ...",96,"1990-1996

Saturday Night Live
(TV Series)

Various / Tom Arnold / Customer / ...

- Danny Aiello/Coolio
(1996)
... Newt Gingrich / Self (uncredited)


- Bob Saget/TLC
(1995)
... Various


- Courteney Cox/Dave Matthews Band
(1995)
... Various


- Damon Wayans/Dionne Farris
(1995)
... Various


- John Goodman/Tragically Hip
(1995)
... Various / Todd O'Connor





Show all 96 episodes",1990,1996,keep_year
4738,Will Ferrell,self,1997-2019,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self - Host / Self / Various / ...",8,"1997-2019

Saturday Night Live
(TV Series)

Self - Host / Self / Various / ...

- Will Ferrell/King Princess
(2019)
... Self - Host


- Paul Rudd/One Direction
(2013)
... Self / Various (uncredited)


- Will Ferrell/Usher
(2012)
... Self - Host / George W. Bush / Marty Culp / ...


- Will Ferrell/Green Day
(2009)
... Self - Host / George W. Bush / Alex Trebek / ...


- Will Ferrell/Queens of the Stone Age
(2005)
... Self - Host / Alex Trebek / Gene Frenkle / ...





Show all 8 episodes",1997,2019,keep_year
4917,Will Ferrell,actor,1995-2018,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / George W. Bush / Craig Buchanan / ...",140,"1995-2018

Saturday Night Live
(TV Series)

Various / George W. Bush / Craig Buchanan / ...

- Will Ferrell/Chris Stapleton
(2018)
... Host / Various


- Chris Hemsworth/Chance The Rapper
(2015)
... George W. Bush (uncredited)


- John C. Reilly/My Chemical Romance
(2006)
... James Lipton (uncredited)


- Winona Ryder/Moby
(2002)
... Various / Fidel Castro / Alex Trebek / ...


- Kirsten Dunst/Eminem
(2002)
... Various / George W. Bush / Bob Guccione





Show all 140 episodes",1995,2018,keep_year
5287,Tina Fey,actress,1997-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Weekend Update Anchor / Various / Gov. Sarah Palin / ...",142,"1997-2021

Saturday Night Live
(TV Series)

Weekend Update Anchor / Various / Gov. Sarah Palin / ...

- Maya Rudolph/Jack Harlow
(2021)
... Gloria Zellwig (uncredited)


- Natalie Portman/Dua Lipa
(2018)
... Various (uncredited)


- Felicity Jones/Sturgill Simpson
(2017)
... Tina Fey (uncredited)


- Lin-Manuel Miranda/Twenty One Pilots
(2016)
... Denise McDonough (uncredited)


- Ronda Rousey/Selena Gomez
(2016)
... Sarah Palin (uncredited)





Show all 142 episodes",1997,2021,keep_year
5324,Tina Fey,self,1999-2020,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Self - Host / Various / ...",15,"1999-2020

Saturday Night Live
(TV Series)

Self / Self - Host / Various / ...

- SNL At Home: Kristen Wiig/Boyz II Men
(2020)
... Self (uncredited)


- Saturday Night Live at Home: Tom Hanks/Chris Martin
(2020)
... Self (uncredited)


- Jonah Hill/Maggie Rogers
(2018)
... Self - Five-Timers' Club (uncredited)


- Tina Fey/Nicki Minaj
(2018)
... Self - Host


- Tina Fey & Amy Poehler/Bruce Springsteen and the E Street Band
(2015)
... Self - Host / Sarah Palin / Angie Francis / ...





Show all 15 episodes",1999,2020,keep_year
5430,Chloe Fineman,actress,2019-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Britney Spears",38,"2019-2021

Saturday Night Live
(TV Series)

Various / Britney Spears

- Anya Taylor-Joy/Lil Nas X
(2021)
... Various


- Keegan-Michael Key/Olivia Rodrigo
(2021)
... Various


- Elon Musk/Miley Cyrus
(2021)
... Various


- Carey Mulligan/Kid Cudi
(2021)
... Various


- Daniel Kaluuya/St. Vincent
(2021)
... Various / Britney Spears





Show all 38 episodes",2019,2021,keep_year
5470,Will Forte,actor,2002-2012,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / George W. Bush / MacGruber / ...",156,"2002-2012

Saturday Night Live
(TV Series)

Various / George W. Bush / MacGruber / ...

- Will Ferrell/Usher
(2012)
... Hamilton / Greg Stink (uncredited)


- Elton John/Leon Russell
(2011)
... Greg Stink (uncredited)


- Alec Baldwin/Tom Petty & the Heartbreakers
(2010)
... Various


- Betty White/Jay-Z
(2010)
... Various / MacGruber


- Gabourey Sidibe/MGMT
(2010)
... Various





Show all 156 episodes",2002,2012,keep_year
5504,Will Forte,self,2006-2016,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Man / Ben / ...",3,"2006-2016

Saturday Night Live
(TV Series)

Self / Man / Ben / ...

- Kristen Wiig/The XX
(2016)
... Self (uncredited)


- Mick Jagger
(2012)
... Self (uncredited)


- Steve Martin/Prince
(2006)
... Self / Man / Ben / ...",2006,2016,keep_year
5652,Al Franken,actor,1975-2002,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Stuart Smalley / Announcer / ...",115,"1975-2002

Saturday Night Live
(TV Series)

Various / Stuart Smalley / Announcer / ...

- Al Gore/Phish
(2002)
... Stuart Smalley (uncredited)


- Marisa Tomei/Bonnie Raitt
(1994)
... Various / Stuart Smalley


- Patrick Stewart/Salt-N-Pepa
(1994)
... Togg


- Rosie O'Donnell/James Taylor
(1993)
... Various / Stuart Smalley


- Charles Barkley/Nirvana
(1993)
... Stuart Smalley





Show all 115 episodes",1975,2002,keep_year
5704,Al Franken,self,1976-2004,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Self - Writer / ...",34,"1976-2004

Saturday Night Live
(TV Series)

Self / Various / Self - Writer / ...

- Jennifer Aniston/Black Eyed Peas
(2004)
... Self (uncredited)


- Danny DeVito/R.E.M.
(1999)
... Self (uncredited)


- Bob Saget/TLC
(1995)
... Self / Various


- Paul Reiser/Annie Lennox
(1995)
... Self / Various


- David Hyde Pierce/Live
(1995)
... Self / Various





Show all 34 episodes",1976,2004,keep_year
5826,Heidi Gardner,actress,2017-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Katie / Angel / ...",80,"2017-2021

Saturday Night Live
(TV Series)

Various / Katie / Angel / ...

- Anya Taylor-Joy/Lil Nas X
(2021)
... Various


- Keegan-Michael Key/Olivia Rodrigo
(2021)
... Various


- Elon Musk/Miley Cyrus
(2021)
... Various


- Carey Mulligan/Kid Cudi
(2021)
... Various


- Daniel Kaluuya/St. Vincent
(2021)
... Various





Show all 80 episodes",2017,2021,keep_year
6087,Janeane Garofalo,actress,1994-1995,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Susan Molinari / Jodie Foster / ...",14,"1994-1995

Saturday Night Live
(TV Series)

Various / Susan Molinari / Jodie Foster / ...

- George Clooney/The Cranberries
(1995)
... Various


- Deion Sanders/Bon Jovi
(1995)
... Various


- Bob Newhart/Des'ree
(1995)
... Various


- David Hyde Pierce/Live
(1995)
... Various


- Jeff Daniels/Luscious Jackson
(1995)
... Various / Susan Molinari / Jodie Foster / ...





Show all 14 episodes",1994,1995,keep_year
6199,Ana Gasteyer,actress,1996-2012,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Margaret Jo McCullin / Martha Stewart / ...",121,"1996-2012

Saturday Night Live
(TV Series)

Various / Margaret Jo McCullin / Martha Stewart / ...

- Will Ferrell/Usher
(2012)
... Various (uncredited)


- Betty White/Jay-Z
(2010)
... Various (uncredited)


- Colin Firth/Norah Jones
(2004)
... Martha Stewart (uncredited)


- Winona Ryder/Moby
(2002)
... Various


- Kirsten Dunst/Eminem
(2002)
... Various





Show all 121 episodes",1996,2012,keep_year
6220,Ana Gasteyer,self,1997-2020,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Martha Stewart / student / ...",2,"1997-2020

Saturday Night Live
(TV Series)

Self / Martha Stewart / student / ...

- Saturday Night Live at Home: Tom Hanks/Chris Martin
(2020)
... Self (uncredited)


- Chris Farley/The Mighty Mighty Bosstones
(1997)
... Self / Martha Stewart / student / ...",1997,2020,keep_year
6389,Gilbert Gottfried,actor,1980-1998,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Leo Waxman / Napoleon (segment ""Titey"") / ...",13,"1980-1998

Saturday Night Live
(TV Series)

Various / Leo Waxman / Napoleon (segment ""Titey"") / ...

- Steve Buscemi/Third Eye Blind
(1998)
... Napoleon (segment ""Titey"") (voice)


- Bill Murray/Delbert McClinton
(1981)
... Roman Polanski / Various


- Charlene Tilton/Todd Rundgren/Prince
(1981)
... Mr. Speedy / David A. Stockman / Various


- Deborah Harry
(1981)
... Cooter / Atkinson Peabody III / Big Brother / ...


- Sally Kellerman/Jimmy Cliff
(1981)
... Jose Gomez / Various





Show all 13 episodes",1980,1998,keep_year
6753,Mary Gross,writer,1983-1984,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 19 episodes),19,"1983-1984

Saturday Night Live
(TV Series) (writer - 19 episodes)


- Billy Crystal/Ed Koch/Edwin Newman/Father Guido Sarducci/Betty Thomas/The Cars
(1984)
... (writer)


- Barry Bostwick/Spinal Tap
(1984)
... (writer)


- George McGovern/Madness
(1984)
... (writer)


- Michael Douglas/Deniece Williams
(1984)
... (writer)


- Billy Crystal/Al Jarreau
(1984)
... (writer)





Show all 19 episodes",1983,1984,keep_year
6759,Mary Gross,self,1981-1985,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Ariel Feeley / ...",4,"1981-1985

Saturday Night Live
(TV Series)

Self / Various / Ariel Feeley / ...

- SNL Film Festival
(1985)
... Self


- Blythe Danner/Rickie Lee Jones
(1982)
... Self / Ariel Feeley


- Robert Conrad/The Allman Brothers Band
(1982)
... Self / Various / Eleanor Roosevelt


- Bill Murray/The Spinners/Yale Whiffenpoofs
(1981)
... Self / Brooke Shields / Various",1981,1985,keep_year
6795,Mary Gross,actress,1981-1985,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Self / Geraldine Ferraro / ...",73,"1981-1985

Saturday Night Live
(TV Series)

Various / Self / Geraldine Ferraro / ...

- Howard Cosell/Greg Kihn
(1985)
... Michelle Roth / Pilot / Ruth Westheimer


- Christopher Reeve/Santana
(1985)
... Various


- Mr. T and Hulk Hogan/The Commodores
(1985)
... Backup singer / Customer / Misty Cooper


- Pamela Sue Martin/Power Station
(1985)
... Mourner


- Harry Anderson/Bryan Adams
(1985)
... Various





Show all 73 episodes",1981,1985,keep_year
6830,Christopher Guest,actor,1984-1985,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Saturday Night News Anchor / Frank Lubar / ...",19,"1984-1985

Saturday Night Live
(TV Series)

Various / Saturday Night News Anchor / Frank Lubar / ...

- Howard Cosell/Greg Kihn
(1985)
... Saturday Night News Anchor / Various


- Christopher Reeve/Santana
(1985)
... Saturday Night News Anchor / Various


- Mr. T and Hulk Hogan/The Commodores
(1985)
... Frank Lubar / Bull / Senor Cosa


- SNL Film Festival
(1985)
... Various


- Pamela Sue Martin/Power Station
(1985)
... Saturday Night News Anchor / Various





Show all 19 episodes",1984,1985,keep_year
6979,Bill Hader,actor,2005-2019,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Stefon / Lyle Round / ...",161,"2005-2019

Saturday Night Live
(TV Series)

Various / Stefon / Lyle Round / ...

- John Mulaney/Thomas Rhett
(2019)
... Jim Jordan / Vince Blight (uncredited)


- Melissa McCarthy/Imagine Dragons
(2014)
... Stefon (uncredited)


- Ben Affleck/Kanye West
(2013)
... Stefon / Derek Gash / Various


- Kristen Wiig/Vampire Weekend
(2013)
... Various / Darrell Issa / Devin


- Zach Galifianakis/Of Monsters and Men
(2013)
... O.J. Sampson / James Carville / Various





Show all 161 episodes",2005,2019,keep_year
7037,Bill Hader,self,2006-2020,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Self - Host / Herb Welch / ...",5,"2006-2020

Saturday Night Live
(TV Series)

Self / Self - Host / Herb Welch / ...

- Saturday Night Live at Home: Tom Hanks/Chris Martin
(2020)
... Self (uncredited)


- Bill Hader/Arcade Fire
(2018)
... Self - Host


- Bill Hader/Hozier
(2014)
... Self - Host / Herb Welch / Al Pacino / ...


- Andy Samberg/St. Vincent
(2014)
... Self / Dwayne Vogelcheck (uncredited)


- Steve Martin/Prince
(2006)
... Self / Announcer / Member / ...",2006,2020,keep_year
7262,Anthony Michael Hall,actor,1985-1986,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Fed Jones / Young Art Garfunkel / ...",12,"1985-1986

Saturday Night Live
(TV Series)

Various / Fed Jones / Young Art Garfunkel / ...

- Jimmy Breslin and Marvin Hagler/Level 42/E.G. Daily
(1986)
... Various


- Catherine Oxenberg and Paul Simon/Ladysmith Black Mambazo
(1986)
... Young Art Garfunkel


- Tony Danza/Laurie Anderson
(1986)
... Professor Lanny Lundquist / Various


- Griffin Dunne/Rosanne Cash
(1986)
... Fed Jones / Various


- Jay Leno/The Neville Brothers
(1986)
... Various (credit only)





Show all 12 episodes",1985,1986,keep_year
7288,Anthony Michael Hall,self,1985-1986,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Ed Norton",4,"1985-1986

Saturday Night Live
(TV Series)

Self / Various / Ed Norton

- Anjelica Huston and Billy Martin/George Clinton & Parliament-Funkadelic
(1986)
... Self


- Oprah Winfrey/Joe Jackson
(1986)
... Self / Various


- George Wendt and Francis Ford Coppola/Philip Glass
(1986)
... Self / Ed Norton / Various


- Tom Hanks/Sade
(1985)
... Self",1985,1986,keep_year
7367,Brad Hall,actor,1982-2006,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Saturday Night News Anchor / Audience Member / ...",40,"1982-2006

Saturday Night Live
(TV Series)

Various / Saturday Night News Anchor / Audience Member / ...

- Julia Louis-Dreyfus/Paul Simon
(2006)
... Audience Member (uncredited)


- Billy Crystal/Ed Koch/Edwin Newman/Father Guido Sarducci/Betty Thomas/The Cars
(1984)
... Various


- Barry Bostwick/Spinal Tap
(1984)
... Various


- George McGovern/Madness
(1984)
... Various


- Michael Douglas/Deniece Williams
(1984)
... Various





Show all 40 episodes",1982,2006,keep_year
7397,Brad Hall,self,2007-2007,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self",1,"2007

Saturday Night Live
(TV Series)

Self

- Julia Louis-Dreyfus/Snow Patrol
(2007)
... Self (uncredited)",2007,2007,keep_year
7502,Rich Hall,actor,1984-1985,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Daniel Gregory / Robert Latta / ...",16,"1984-1985

Saturday Night Live
(TV Series)

Various / Daniel Gregory / Robert Latta / ...

- Howard Cosell/Greg Kihn
(1985)
... Daniel Gregory / Robert Latta


- Christopher Reeve/Santana
(1985)
... Various


- Mr. T and Hulk Hogan/The Commodores
(1985)
... Mark Goodman / announcer / Randy / ...


- SNL Film Festival
(1985)
... Various


- Pamela Sue Martin/Power Station
(1985)
... Various





Show all 16 episodes",1984,1985,keep_year
7551,Rich Hall,self,1984-1985,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Bernhard Goetz / Vince McMahon / ...",2,"1984-1985

Saturday Night Live
(TV Series)

Self / Bernhard Goetz / Vince McMahon / ...

- Alex Karras/Tina Turner
(1985)
... Self / Bernhard Goetz / Vince McMahon / ...


- George Carlin/Frankie Goes to Hollywood
(1984)
... Self",1984,1985,keep_year
7576,Darrell Hammond,self,1995-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self - Announcer / Donald Trump / Bill Clinton / ...",108,"1995-2021

Saturday Night Live
(TV Series)

Self - Announcer / Donald Trump / Bill Clinton / ...

- Dan Levy/Phoebe Bridgers
(2021)
... Self - Announcer (voice)


- Paul Rudd/DJ Khaled
(2019)
... Self - Announcer (voice)


- Emma Thompson/Jonas Brothers
(2019)
... Self - Announcer (voice)


- Adam Sandler/Shawn Mendes
(2019)
... Self - Announcer (voice)


- Emma Stone/BTS
(2019)
... Self - Announcer (voice)





Show all 108 episodes",1995,2021,keep_year
7608,Darrell Hammond,actor,1995-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Announcer / Bill Clinton / ...",313,"1995-2021

Saturday Night Live
(TV Series)

Various / Announcer / Bill Clinton / ...

- Anya Taylor-Joy/Lil Nas X
(2021)
... Announcer (voice)


- Keegan-Michael Key/Olivia Rodrigo
(2021)
... Announcer (voice)


- Elon Musk/Miley Cyrus
(2021)
... Announcer (voice)


- Carey Mulligan/Kid Cudi
(2021)
... Announcer (voice)


- Daniel Kaluuya/St. Vincent
(2021)
... Announcer (voice)





Show all 313 episodes",1995,2021,keep_year
7669,Phil Hartman,actor,1985-1996,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Announcer / Charlton Heston / ...",152,"1985-1996

Saturday Night Live
(TV Series)

Various / Announcer / Charlton Heston / ...

- Dana Carvey/Dr. Dre
(1996)
... Announcer (voice, uncredited)


- John Goodman/The Pretenders
(1994)
... Various / Mario Cuomo / Charlton Heston / ...


- Emilio Estevez/Pearl Jam
(1994)
... Various


- Kelsey Grammer/Dwight Yoakam
(1994)
... Various


- Helen Hunt/Snoop Doggy Dogg
(1994)
... Various / Elton John





Show all 152 episodes",1985,1996,keep_year
7762,Phil Hartman,self,1992-1996,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Self - Host / Various / ...",5,"1992-1996

Saturday Night Live
(TV Series)

Self / Self - Host / Various / ...

- Phil Hartman/Bush
(1996)
... Self - Host / Various / Ted Kennedy / ...


- Phil Hartman/Gin Blossoms
(1996)
... Self - Host / Charlton Heston / Frank Sinatra / ...


- Heather Locklear/Janet Jackson
(1994)
... Self / Announcer / Ted Kennedy


- Tim Robbins/Sinéad O'Connor
(1992)
... Self / Benjamin Franklin / Nick Bakay Announcer


- Tom Hanks/Bruce Springsteen
(1992)
... Self / Various",1992,1996,keep_year
7775,Lauren Holt,actress,2020-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various",20,"2020-2021

Saturday Night Live
(TV Series)

Various

- Anya Taylor-Joy/Lil Nas X
(2021)
... Various


- Keegan-Michael Key/Olivia Rodrigo
(2021)
... Various


- Elon Musk/Miley Cyrus
(2021)
... Various


- Carey Mulligan/Kid Cudi
(2021)
... Various


- Daniel Kaluuya/St. Vincent
(2021)
... Various





Show all 20 episodes",2020,2021,keep_year
7802,Jan Hooks,actress,1986-1994,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Hillary Clinton / Nancy Reagan / ...",100,"1986-1994

Saturday Night Live
(TV Series)

Various / Hillary Clinton / Nancy Reagan / ...

- John Goodman/The Pretenders
(1994)
... Hillary Clinton


- Kelsey Grammer/Dwight Yoakam
(1994)
... Hillary Clinton (uncredited)


- John Malkovich/Billy Joel
(1993)
... Various / Hillary Clinton (uncredited)


- Kevin Kline/Willie Nelson & Paul Simon
(1993)
... Hillary Clinton (uncredited)


- Luke Perry/Mick Jagger
(1993)
... Hillary Clinton





Show all 100 episodes",1986,1994,keep_year
7810,Jan Hooks,self,1986-1992,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self - Special Guest / Sinead O'Connor / Self / ...",2,"1986-1992

Saturday Night Live
(TV Series)

Self - Special Guest / Sinead O'Connor / Self / ...

- Christopher Walken/Arrested Development
(1992)
... Self - Special Guest / Sinead O'Connor


- Rosanna Arquette/Ric Ocasek
(1986)
... Self / Mrs. Braithwaite / Customer / ...",1986,1992,keep_year
7814,Yvonne Hudson,actress,1978-1984,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Slave / Passenger / ...",31,"1978-1984

Saturday Night Live
(TV Series)

Various / Slave / Passenger / ...

- Jesse Jackson/Andrae Crouch, Wintley Phipps
(1984)
... Various (uncredited)


- Billy Crystal/Al Jarreau
(1984)
... Slave (uncredited)


- Danny DeVito/Sparks
(1982)
... Passenger (uncredited)


- Daniel J. Travanti/John Cougar
(1982)
... Patron (uncredited)


- John Madden/Jennifer Holliday
(1982)
... Bar Patron (uncredited)





Show all 31 episodes",1978,1984,keep_year
7830,Melanie Hutsell,actress,1991-1994,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Di / Tori Spelling / ...",53,"1991-1994

Saturday Night Live
(TV Series)

Various / Di / Tori Spelling / ...

- John Goodman/The Pretenders
(1994)
... Various / Glenda Bach


- Emilio Estevez/Pearl Jam
(1994)
... Various


- Kelsey Grammer/Dwight Yoakam
(1994)
... Various


- Helen Hunt/Snoop Doggy Dogg
(1994)
... Various / Wynona Judd / Total Bastard Airlines Passenger


- Nancy Kerrigan/Aretha Franklin
(1994)
... Various





Show all 53 episodes",1991,1994,keep_year
