,person,credit_type,year,title,imdb_link,media_type,total_episode_count,add_info,year_start,year_end,keep?
20417,Dan Vitale,actor,1985-1986,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Cameraman / Police Officer / Guard / ...",3,"1985-1986

Saturday Night Live
(TV Series)

Cameraman / Police Officer / Guard / ...

- Ron Reagan/The Nelsons
(1986)
... Cameraman / Police Officer


- Pee Wee Herman/Queen Ida & The Bon Temps Zydeco Band
(1985)
... Guard / Sam


- Madonna/Simple Minds
(1985)
... Wedding guest (uncredited)",1985,1986,keep_year
20435,Nancy Carell,self,1995-2018,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Jane / Girlfriend / ...",5,"1995-2018

Saturday Night Live
(TV Series)

Self / Jane / Girlfriend / ...

- Steve Carell/Ella Mai
(2018)
... Self (uncredited)


- Steve Carell/Usher
(2008)
... Self (uncredited)


- Phil Hartman/Gin Blossoms
(1996)
... Self / Jane / Girlfriend / ... (as Nancy Walls)


- John Goodman/Everclear
(1996)
... Self / Various / Marcia Clark (as Nancy Walls)


- Mariel Hemingway/Blues Traveler
(1995)
... Self / Wife / Susan Taylor / ... (as Nancy Walls)",1995,2018,keep_year
20445,Nancy Carell,actress,1995-1996,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Bobbie Battista / Gail Lafferty / ...",17,"1995-1996

Saturday Night Live
(TV Series)

Various / Bobbie Battista / Gail Lafferty / ...

- Jim Carrey/Soundgarden
(1996)
... Various / Michelle Benson (as Nancy Walls)


- Christine Baranski/The Cure
(1996)
... Various / Bobbie Battista / Susan Taylor (as Nancy Walls)


- Teri Hatcher/Dave Matthews Band
(1996)
... Various / Gail Lafferty (as Nancy Walls)


- Steve Forbes/Rage Against the Machine
(1996)
... Various / Patty / Mary (as Nancy Walls)


- Elle MacPherson/Sting
(1996)
... Wife / Contestant / Kathy Ireland / ... (as Nancy Walls)





Show all 17 episodes",1995,1996,keep_year
20583,Michaela Watkins,actress,2008-2009,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Joan Rivers / Arianna Huffington",15,"2008-2009

Saturday Night Live
(TV Series)

Various / Joan Rivers / Arianna Huffington

- Will Ferrell/Green Day
(2009)
... Various


- Justin Timberlake/Ciara
(2009)
... Various


- Zac Efron/Yeah Yeah Yeahs
(2009)
... Various


- Seth Rogen/Phoenix
(2009)
... Various


- Tracy Morgan/Kelly Clarkson
(2009)
... Various





Show all 15 episodes",2008,2009,keep_year
20634,Damon Wayans,actor,1985-1986,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Ned Jones / Officer / ...",11,"1985-1986

Saturday Night Live
(TV Series)

Various / Ned Jones / Officer / ...

- Griffin Dunne/Rosanne Cash
(1986)
... Officer / Ned Jones


- Jay Leno/The Neville Brothers
(1986)
... The Angry Comic / Various


- Ron Reagan/The Nelsons
(1986)
... Little Richard / Various


- Dudley Moore/Al Green
(1986)
... Monk


- Harry Dean Stanton/The Replacements
(1986)
... Milk Dud / Donald / Various





Show all 11 episodes",1985,1986,keep_year
20753,Damon Wayans,self,1986-1995,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self - Host / Self",2,"1986-1995

Saturday Night Live
(TV Series)

Self - Host / Self

- Damon Wayans/Dionne Farris
(1995)
... Self - Host


- Anjelica Huston and Billy Martin/George Clinton & Parliament-Funkadelic
(1986)
... Self",1986,1995,keep_year
20782,Patrick Weathers,actor,1980-1981,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Bar Patron / Hoodlum / Principal / ...",10,"1980-1981

Saturday Night Live
(TV Series)

Bar Patron / Hoodlum / Principal / ...

- Bill Murray/Delbert McClinton
(1981)
... Bar Patron (uncredited)


- Charlene Tilton/Todd Rundgren/Prince
(1981)
... (credit only)


- Deborah Harry
(1981)
... Hoodlum / Principal


- Sally Kellerman/Jimmy Cliff
(1981)
... Juror


- Robert Hays/14 Karat Soul/Joe 'King' Carrasco & The Crowns
(1981)
... Ravi Shankar / Various





Show all 10 episodes",1980,1981,keep_year
20820,Noël Wells,actress,2013-2014,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Kylie Jenner / Reba McEntire / ...",21,"2013-2014

Saturday Night Live
(TV Series)

Various / Kylie Jenner / Reba McEntire / ...

- Andy Samberg/St. Vincent
(2014)
... Various


- Charlize Theron/The Black Keys
(2014)
... Various


- Andrew Garfield/Coldplay
(2014)
... Reba McEntire / Various


- Seth Rogen/Ed Sheeran
(2014)
... Beth Rogen / Various


- Anna Kendrick/Pharrell Williams
(2014)
... Various





Show all 21 episodes",2013,2014,keep_year
20836,Brooks Wheelan,actor,2013-2014,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Brooks Wheelan / Michael Pendak / ...",21,"2013-2014

Saturday Night Live
(TV Series)

Various / Brooks Wheelan / Michael Pendak / ...

- Andy Samberg/St. Vincent
(2014)
... Various


- Charlize Theron/The Black Keys
(2014)
... Michael Pendak / Various


- Andrew Garfield/Coldplay
(2014)
... Various


- Seth Rogen/Ed Sheeran
(2014)
... Senator Rand Paul / Various


- Anna Kendrick/Pharrell Williams
(2014)
... Brooks Wheelan / Various





Show all 21 episodes",2013,2014,keep_year
20874,Kristen Wiig,actress,2005-2019,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Nancy Pelosi / Mindy Gracin / ...",139,"2005-2019

Saturday Night Live
(TV Series)

Various / Nancy Pelosi / Mindy Gracin / ...

- Adam Sandler/Shawn Mendes
(2019)
... Various characters in multiple sketches (uncredited)


- Amy Adams/One Direction
(2014)
... Kristen Wiig / Kat (uncredited)


- Andy Samberg/St. Vincent
(2014)
... Mrs. Vogelcheck / Tweedle-Dong (uncredited)


- Paul Rudd/One Direction
(2013)
... Dooneese (uncredited)


- Mick Jagger
(2012)
... Dooneese / Karina / Mindy Gracin / ...





Show all 139 episodes",2005,2019,keep_year
20929,Kristen Wiig,self,2012-2020,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self - Host / Self / Mindy Elise Grayson / ...",6,"2012-2020

Saturday Night Live
(TV Series)

Self - Host / Self / Mindy Elise Grayson / ...

- Kristen Wiig/Dua Lipa
(2020)
... Self - Host


- SNL At Home: Kristen Wiig/Boyz II Men
(2020)
... Self - Host


- Kristen Wiig/The XX
(2016)
... Self - Host / Mindy Elise Grayson / Dana Bash / ...


- Bill Hader/Hozier
(2014)
... Self / Kathie Lee Gifford (uncredited)


- Kristen Wiig/Vampire Weekend
(2013)
... Self - Host / Various / Gilly / ...





Show all 6 episodes",2012,2020,keep_year
21241,Casey Wilson,actress,2008-2009,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Jennifer Aniston / Dusty Velvet / ...",30,"2008-2009

Saturday Night Live
(TV Series)

Various / Jennifer Aniston / Dusty Velvet / ...

- Will Ferrell/Green Day
(2009)
... Various


- Justin Timberlake/Ciara
(2009)
... Various


- Zac Efron/Yeah Yeah Yeahs
(2009)
... Various


- Seth Rogen/Phoenix
(2009)
... Various


- Tracy Morgan/Kelly Clarkson
(2009)
... Various





Show all 30 episodes",2008,2009,keep_year
21301,Fred Wolf,actor,1993-1996,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Audience Member / Contestant / Pilot / ...",19,"1993-1996

Saturday Night Live
(TV Series)

Audience Member / Contestant / Pilot / ...

- Lisa Kudrow/Sheryl Crow
(1996)
... Contestant / Pilot / Martina Navratilova


- Tom Hanks/Tom Petty & the Heartbreakers
(1996)
... Painter (uncredited)


- Jim Carrey/Soundgarden
(1996)
... Audience member


- Teri Hatcher/Dave Matthews Band
(1996)
... Skinny Magarago


- Elle MacPherson/Sting
(1996)
... Subtitle Typist (uncredited)





Show all 19 episodes",1993,1996,keep_year
21308,Fred Wolf,producer,1996-1996,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (consulting producer - 1 episode),1,"1996

Saturday Night Live
(TV Series) (consulting producer - 1 episode)


- Bill Pullman/New Edition
(1996)
... (consulting producer)",1996,1996,keep_year
21313,Fred Wolf,self,1992-1996,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Self - Writer",4,"1992-1996

Saturday Night Live
(TV Series)

Self / Various / Self - Writer

- Bill Pullman/New Edition
(1996)
... Self


- Steve Forbes/Rage Against the Machine
(1996)
... Self / Various


- Steve Martin/Eric Clapton
(1994)
... Self - Writer


- Sharon Stone/Pearl Jam
(1992)
... Self (uncredited)",1992,1996,keep_year
21354,Bowen Yang,actor,2019-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Kim Jong Un",38,"2019-2021

Saturday Night Live
(TV Series)

Various / Kim Jong Un

- Anya Taylor-Joy/Lil Nas X
(2021)
... Various


- Keegan-Michael Key/Olivia Rodrigo
(2021)
... Various


- Elon Musk/Miley Cyrus
(2021)
... Various


- Carey Mulligan/Kid Cudi
(2021)
... Various


- Daniel Kaluuya/St. Vincent
(2021)
... Various





Show all 38 episodes",2019,2021,keep_year
21424,Sasheer Zamata,actress,2014-2017,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Rihanna / Michelle Obama / ...",74,"2014-2017

Saturday Night Live
(TV Series)

Various / Rihanna / Michelle Obama / ...

- Dwayne Johnson/Katy Perry
(2017)
... Shantasia / Baroness Antarctica / Various


- Melissa McCarthy/Haim
(2017)
... Lupita Nyong'o / Various


- Chris Pine/LCD Soundsystem
(2017)
... The Chief / Moira / Uhura / ...


- Jimmy Fallon/Harry Styles
(2017)
... Diana Ross / Student / Woman Watching Picture


- Louis C.K./The Chainsmokers
(2017)
... Various





Show all 74 episodes",2014,2017,keep_year
21473,Alan Zweibel,actor,1975-1984,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Passerby / Bartender / ...",52,"1975-1984

Saturday Night Live
(TV Series)

Various / Passerby / Bartender / ...

- Eddie Murphy/Robert Plant & The Honeydrippers
(1984)
... Deli Employee (uncredited)


- Jesse Jackson/Andrae Crouch, Wintley Phipps
(1984)
... Airplane Passenger (uncredited)


- Buck Henry/Andrew Gold/Andrae Crouch & Voices of Unity
(1980)
... Duke of Argyle (uncredited)


- Bob Newhart/The Amazing Rhythm Aces/Bruce Cockburn
(1980)
... Customer (uncredited)


- Strother Martin/The Specials
(1980)
... Various





Show all 52 episodes",1975,1984,keep_year
