person,credit_type,year,title,imdb_link,episode_count,add_info,year_start,year_end,keep?
Jay Mohr,actor-tt3110770,2015,Road Hard,https://www.imdb.com/title/tt3110770/,0,"2015

Road Hard

Jack Taylor",2015,0,keep_year
Jay Mohr,actor-tt1978428,2014,Dumbbells,https://www.imdb.com/title/tt1978428/,0,"2014

Dumbbells

Harold",2014,0,keep_year
Jay Mohr,actor-tt1741256,2011-2013,Suburgatory,https://www.imdb.com/title/tt1741256/,5,"2011-2013

Suburgatory
(TV Series)

Steven Royce

- Stray Dogs
(2013)
... Steven Royce


- The Casino Trip
(2012)
... Steven Royce


- The Nutcracker
(2011)
... Steven Royce


- Thanksgiving
(2011)
... Steven Royce


- Halloween
(2011)
... Steven Royce",2011,2013,keep_year
Jay Mohr,actor-tt2652476,2013,The Little Penguin Pororo's Racing Adventure,https://www.imdb.com/title/tt2652476/,0,"2013

The Little Penguin Pororo's Racing Adventure

Chip Quackers (voice, uncredited)",2013,0,keep_year
Jay Mohr,actor-tt2326964,2012,Brothers-in-Law,https://www.imdb.com/title/tt2326964/,0,"2012

Brothers-in-Law
(TV Movie)",2012,0,keep_year
Jay Mohr,actor-tt2024354,2011,A Christmas Wedding Tail,https://www.imdb.com/title/tt2024354/,0,"2011

A Christmas Wedding Tail
(TV Movie)

Rusty (voice)",2011,0,keep_year
Jay Mohr,actor-tt1592226,2010,Outlaw,https://www.imdb.com/title/tt1592226/,1,"2010

Outlaw
(TV Series)

Henry Ashford

- In Re: Jessica Davis
(2010)
... Henry Ashford",2010,0,keep_year
Jay Mohr,actor-tt1229401,2008-2010,Gary Unmarried,https://www.imdb.com/title/tt1229401/,6,"2008-2010

Gary Unmarried
(TV Series)

Gary Brooks

- Gary Unmarried?
(2010)
... Gary Brooks


- Gary Tries to Find Something for Mitch
(2010)
... Gary Brooks


- Gary's Big Mouth
(2010)
... Gary Brooks


- Gary Lowers the Bar
(2010)
... Gary Brooks


- Gary Has to Choose
(2010)
... Gary Brooks





Show all 37 episodes",2008,2010,keep_year
Jay Mohr,actor-tt1174039,2009,Leisure Suit Larry: Box Office Bust,https://www.imdb.com/title/tt1174039/,0,"2009

Leisure Suit Larry: Box Office Bust
(Video Game)

Kip Whiteman (voice)",2009,0,keep_year
Jay Mohr,actor-tt1433806,2008,Blitz: The League 2,https://www.imdb.com/title/tt1433806/,0,"2008

Blitz: The League 2
(Video Game)

Agent",2008,0,keep_year
Jay Mohr,actor-tt0464096,2008,Lonely Street,https://www.imdb.com/title/tt0464096/,0,"2008

Lonely Street

Bubba Mabry",2008,0,keep_year
Jay Mohr,actor-tt0893558,2007,Untitled David Kohan/Max Mutchnick TV Project,https://www.imdb.com/title/tt0893558/,0,"2007

Untitled David Kohan/Max Mutchnick TV Project
(TV Movie)

Danny",2007,0,keep_year
Jay Mohr,actor-tt0840303,2006,Christmas Do-Over,https://www.imdb.com/title/tt0840303/,0,"2006

Christmas Do-Over
(TV Movie)

Kevin",2006,0,keep_year
Jay Mohr,actor-tt0451192,2006,Scarface: The World Is Yours,https://www.imdb.com/title/tt0451192/,0,"2006

Scarface: The World Is Yours
(Video Game)

Jimmy Boca / Logan (voice)",2006,0,keep_year
Jay Mohr,actor-tt0404163,2006/I,Even Money,https://www.imdb.com/title/tt0404163/,0,"2006/I

Even Money

Augie",2006,0,keep_year
Jay Mohr,actor-tt0388183,2005,King's Ransom,https://www.imdb.com/title/tt0388183/,0,"2005

King's Ransom

Corey",2005,0,keep_year
Jay Mohr,actor-tt0368578,2005,Are We There Yet?,https://www.imdb.com/title/tt0368578/,0,"2005

Are We There Yet?

Marty",2005,0,keep_year
Jay Mohr,actor-tt0200276,2004,The West Wing,https://www.imdb.com/title/tt0200276/,3,"2004

The West Wing
(TV Series)

Taylor Reid

- Full Disclosure
(2004)
... Taylor Reid


- An Khe
(2004)
... Taylor Reid


- The Warfare of Genghis Khan
(2004)
... Taylor Reid",2004,0,keep_year
Jay Mohr,actor-tt0320000,2003,Fastlane,https://www.imdb.com/title/tt0320000/,4,"2003

Fastlane
(TV Series)

Roland Hill

- Iced
(2003)
... Roland Hill


- Asslane
(2003)
... Roland Hill


- Offense
(2003)
... Roland Hill


- Defense
(2003)
... Roland Hill",2003,0,keep_year
Jay Mohr,actor-tt0258153,2002,S1m0ne,https://www.imdb.com/title/tt0258153/,0,"2002

S1m0ne

Hal Sinclair",2002,0,keep_year
Jay Mohr,actor-tt0243575,2001,Speaking of Sex,https://www.imdb.com/title/tt0243575/,0,"2001

Speaking of Sex

Dan",2001,0,keep_year
Jay Mohr,actor-tt0280241,2001,Black River,https://www.imdb.com/title/tt0280241/,0,"2001

Black River
(TV Movie)

Boyd 'Bo' Aikens",2001,0,keep_year
Jay Mohr,actor-tt0223897,2000,Pay It Forward,https://www.imdb.com/title/tt0223897/,0,"2000

Pay It Forward

Chris Chandler",2000,0,keep_year
Jay Mohr,actor-tt0175526,2000,Cherry Falls,https://www.imdb.com/title/tt0175526/,0,"2000

Cherry Falls

Leonard Marliston",2000,0,keep_year
Jay Mohr,actor-tt0137338,1999,200 Cigarettes,https://www.imdb.com/title/tt0137338/,0,"1999

200 Cigarettes

Jack",1999,0,keep_year
Jay Mohr,actor-tt0145734,1998,Playing by Heart,https://www.imdb.com/title/tt0145734/,0,"1998

Playing by Heart

Mark",1998,0,keep_year
Jay Mohr,actor-tt0122718,1998,Small Soldiers,https://www.imdb.com/title/tt0122718/,0,"1998

Small Soldiers

Larry Benson",1998,0,keep_year
Jay Mohr,actor-tt0125454,1998,Paulie,https://www.imdb.com/title/tt0125454/,0,"1998

Paulie

Benny / Paulie (voice)",1998,0,keep_year
Jay Mohr,actor-tt0163986,1997,The Brave Little Toaster to the Rescue,https://www.imdb.com/title/tt0163986/,0,"1997

The Brave Little Toaster to the Rescue
(Video)

Mack (voice)",1997,0,keep_year
Jay Mohr,actor-tt0115250,1996,Local Heroes,https://www.imdb.com/title/tt0115250/,6,"1996

Local Heroes
(TV Series)

Jake Bartholomew

- The Birds and the Beers
(1996)
... Jake Bartholomew


- Eddie's Secret
(1996)
... Jake Bartholomew


- Unfriendly Skies
(1996)
... Jake Bartholomew


- Not the Booth Who Shot Lincoln
(1996)
... Jake Bartholomew


- Mester Meister
(1996)
... Jake Bartholomew





Show all 7 episodes",1996,0,keep_year
Jay Mohr,actor-tt0116695,1996,Jerry Maguire,https://www.imdb.com/title/tt0116695/,0,"1996

Jerry Maguire

Bob Sugar",1996,0,keep_year
Jay Mohr,actor-tt0072562,1993-1995,Saturday Night Live,https://www.imdb.com/title/tt0072562/,6,"1993-1995

Saturday Night Live
(TV Series)

Various / Caller / Christopher Walken / ...

- David Duchovny/Rod Stewart
(1995)
... Announcer / Ricki Lake / Richard Bruce


- Bob Saget/TLC
(1995)
... Various


- Courteney Cox/Dave Matthews Band
(1995)
... Various


- Damon Wayans/Dionne Farris
(1995)
... Various


- John Goodman/Tragically Hip
(1995)
... Various / Marty Blodgett (voice)





Show all 39 episodes",1993,1995,keep_year
Jay Mohr,actor-tt0103382,1992-1993,Camp Wilder,https://www.imdb.com/title/tt0103382/,6,"1992-1993

Camp Wilder
(TV Series)

Dorfman

- That Was Thin, This Is Now
(1993)
... Dorfman


- A Portrait of the Artist as a Young Dorfman
(1993)
... Dorfman


- Love Stinks
(1993)
... Dorfman


- Forget-Me-Not
(1993)
... Dorfman


- Bringing Up Brody
(1993)
... Dorfman





Show all 19 episodes",1992,1993,keep_year
Jay Mohr,actor-tt0312324,1992,ABC TGIF,https://www.imdb.com/title/tt0312324/,4,"1992

ABC TGIF
(TV Series)


- Episode #4.4
(1992)


- Episode #4.3
(1992)


- Episode #4.2
(1992)


- Episode #4.1
(1992)",1992,0,keep_year
Jay Mohr,writer-tt10804678,2003,Jay Mohr: My Turn,https://www.imdb.com/title/tt10804678/,0,"2003

Jay Mohr: My Turn",2003,0,keep_year
Jay Mohr,writer-tt0255573,1999,Saturday Night Live: The Best of Adam Sandler,https://www.imdb.com/title/tt0255573/,0,"1999

Saturday Night Live: The Best of Adam Sandler
(TV Special documentary)",1999,0,keep_year
Jay Mohr,writer-tt0255574,1999,Saturday Night Live: The Best of Chris Rock,https://www.imdb.com/title/tt0255574/,0,"1999

Saturday Night Live: The Best of Chris Rock
(TV Special documentary)",1999,0,keep_year
Jay Mohr,writer-tt0072562,1993-1994,Saturday Night Live,https://www.imdb.com/title/tt0072562/,6,"1993-1994

Saturday Night Live
(TV Series) (writer - 20 episodes)


- Heather Locklear/Janet Jackson
(1994)
... (writer)


- John Goodman/The Pretenders
(1994)
... (writer)


- Emilio Estevez/Pearl Jam
(1994)
... (writer)


- Kelsey Grammer/Dwight Yoakam
(1994)
... (writer)


- Helen Hunt/Snoop Doggy Dogg
(1994)
... (writer)





Show all 20 episodes",1993,1994,keep_year
Jay Mohr,producer-tt9214300,2018,Logan Lynn: Beside You,https://www.imdb.com/title/tt9214300/,0,"2018

Logan Lynn: Beside You
(Short) (executive producer)",2018,0,keep_year
Jay Mohr,producer-tt7188014,2018,PawParazzi,https://www.imdb.com/title/tt7188014/,0,"2018

PawParazzi
(associate producer)",2018,0,keep_year
Jay Mohr,producer-tt6379596,2016,HR Finding Joseph I,https://www.imdb.com/title/tt6379596/,0,"2016

HR Finding Joseph I
(Documentary) (executive producer)",2016,0,keep_year
Jay Mohr,producer-tt3378478,2013-2014,Money Where Your Mouth Is,https://www.imdb.com/title/tt3378478/,4,"2013-2014

Money Where Your Mouth Is
(TV Series) (executive producer - 4 episodes)


- Construction Guys
(2014)
... (executive producer)


- Sci-Fi Nerds
(2013)
... (executive producer)


- Best Buds
(2013)
... (executive producer)


- Hipsters
(2013)
... (executive producer)",2013,2014,keep_year
Jay Mohr,producer-tt0464096,2008,Lonely Street,https://www.imdb.com/title/tt0464096/,0,"2008

Lonely Street
(producer)",2008,0,keep_year
Jay Mohr,producer-tt0364829,2004,Last Comic Standing,https://www.imdb.com/title/tt0364829/,2,"2004

Last Comic Standing
(TV Series) (executive producer - 2 episodes)


- Finale
(2004)
... (executive producer)


- Episode #3.3
(2004)
... (executive producer)",2004,0,keep_year
Jay Mohr,self-tt1319900,2021,Ghost Adventures,https://www.imdb.com/title/tt1319900/,1,"2021

Ghost Adventures
(TV Series documentary)

Self - Actor & Comedian

- The Comedy Store
(2021)
... Self - Actor & Comedian",2021,0,keep_year
Jay Mohr,self-tt6633152,2020,This Is Stand-Up,https://www.imdb.com/title/tt6633152/,2,"2020

This Is Stand-Up
(TV Series documentary)

Self

- Episode #1.2
(2020)
... Self


- Episode #1.1
(2020)
... Self",2020,0,keep_year
Jay Mohr,self-tt1524593,2016-2017,Kevin Pollak's Chat Show,https://www.imdb.com/title/tt1524593/,2,"2016-2017

Kevin Pollak's Chat Show
(TV Series)

Self - Host / Self

- Joe DeRosa
(2017)
... Self - Host


- Jay Mohr
(2016)
... Self",2016,2017,keep_year
Jay Mohr,self-tt4552112,2015,Jay Mohr: Happy. And a Lot.,https://www.imdb.com/title/tt4552112/,0,"2015

Jay Mohr: Happy. And a Lot.
(TV Special documentary)

Self",2015,0,keep_year
Jay Mohr,self-tt4572042,2014,UFC Embedded: Vlog Series,https://www.imdb.com/title/tt4572042/,1,"2014

UFC Embedded: Vlog Series
(TV Series)

Self

- UFC 173: Episodes 1 - 7
(2014)
... Self",2014,0,keep_year
Jay Mohr,self-tt3583744,2014,The Little Penguin Pororo's Racing Adventure: Giving the Characters a Voice,https://www.imdb.com/title/tt3583744/,0,"2014

The Little Penguin Pororo's Racing Adventure: Giving the Characters a Voice
(Video documentary short)

Self",2014,0,keep_year
Jay Mohr,self-tt2559456,2014,Gotham Comedy Live,https://www.imdb.com/title/tt2559456/,1,"2014

Gotham Comedy Live
(TV Series documentary)

Self - Host

- Jay Mohr
(2014)
... Self - Host",2014,0,keep_year
Jay Mohr,self-tt2646374,2013,Brody Stevens: Enjoy It!,https://www.imdb.com/title/tt2646374/,1,"2013

Brody Stevens: Enjoy It!
(TV Series documentary)

Self

- Face Time
(2013)
... Self",2013,0,keep_year
Jay Mohr,self-tt3175490,2013,Wrestling Nice,https://www.imdb.com/title/tt3175490/,0,"2013

Wrestling Nice
(Video short)

Self",2013,0,keep_year
Jay Mohr,self-tt2057880,2011-2012,Watch What Happens: Live,https://www.imdb.com/title/tt2057880/,3,"2011-2012

Watch What Happens: Live
(TV Series)

Self - Guest / Self - Host

- Kyle Richards & Jay Mohr
(2012)
... Self - Guest


- Jay Mohr
(2011)
... Self - Guest


- Kathy and Rich Wakile
(2011)
... Self - Host",2011,2012,keep_year
Jay Mohr,self-tt2384296,2012,Jay Mohr: Funny for a Girl,https://www.imdb.com/title/tt2384296/,0,"2012

Jay Mohr: Funny for a Girl
(TV Special documentary)

Self",2012,0,keep_year
Jay Mohr,self-tt6648790,2012,The 15th Annual Interactive Achievement Awards,https://www.imdb.com/title/tt6648790/,0,"2012

The 15th Annual Interactive Achievement Awards
(TV Special)

Self - Host",2012,0,keep_year
Jay Mohr,self-tt1989934,2011,Master Debaters with Jay Mohr,https://www.imdb.com/title/tt1989934/,6,"2011

Master Debaters with Jay Mohr
(TV Series)

Self

- The Best of Master Debaters: Season 1
(2011)
... Self


- Special Guest Ralphie May
(2011)
... Self


- Special Guest Bert Kreischer
(2011)
... Self


- Special Guest Bryan Callen
(2011)
... Self


- Special Guest Tony Rock
(2011)
... Self





Show all 10 episodes",2011,0,keep_year
Jay Mohr,self-tt2390215,2011,2011 NHL Awards,https://www.imdb.com/title/tt2390215/,0,"2011

2011 NHL Awards
(TV Special)

MC",2011,0,keep_year
Jay Mohr,self-tt0498878,2011,Attack of the Show!,https://www.imdb.com/title/tt0498878/,1,"2011

Attack of the Show!
(TV Series)

Self - Host, Interactive Achievement Awards

- Episode dated 11 February 2011
(2011)
... Self - Host, Interactive Achievement Awards",2011,0,keep_year
Jay Mohr,self-tt1404620,2010,I Get That a Lot,https://www.imdb.com/title/tt1404620/,1,"2010

I Get That a Lot
(TV Series)

Self

- Wayne Brady, Tim Gunn, Sherman Hemsley, Nick Jonas, Wynonna Judd, Jay Mohr, Martha Stewart
(2010)
... Self",2010,0,keep_year
Jay Mohr,self-tt6649084,2010,The 13th Annual Interactive Achievement Awards,https://www.imdb.com/title/tt6649084/,0,"2010

The 13th Annual Interactive Achievement Awards
(TV Special)

Self - Host",2010,0,keep_year
Jay Mohr,self-tt1478288,2009,The Making of the King,https://www.imdb.com/title/tt1478288/,0,"2009

The Making of the King
(Video short)

Self",2009,0,keep_year
Jay Mohr,self-tt1397489,2009,The 12th Annual Interactive Achievement Awards,https://www.imdb.com/title/tt1397489/,0,"2009

The 12th Annual Interactive Achievement Awards
(TV Special)

Self - Host",2009,0,keep_year
Jay Mohr,self-tt0827947,2009,Rachael Ray,https://www.imdb.com/title/tt0827947/,1,"2009

Rachael Ray
(TV Series)

Self

- Episode #3.135
(2009)
... Self",2009,0,keep_year
Jay Mohr,self-tt1349447,2009,The 35th Annual People's Choice Awards,https://www.imdb.com/title/tt1349447/,0,"2009

The 35th Annual People's Choice Awards
(TV Special)

Self",2009,0,keep_year
Jay Mohr,self-tt0081857,2008,Entertainment Tonight,https://www.imdb.com/title/tt0081857/,3,"2008

Entertainment Tonight
(TV Series)

Self

- Episode dated 24 September 2008
(2008)
... Self


- Episode dated 3 September 2008
(2008)
... Self


- Episode dated 18 June 2008
(2008)
... Self",2008,0,keep_year
Jay Mohr,self-tt0364829,2003-2006,Last Comic Standing,https://www.imdb.com/title/tt0364829/,6,"2003-2006

Last Comic Standing
(TV Series)

Self - Host

- Season Finale: Part 2
(2006)
... Self - Host


- Finale
(2006)
... Self - Host


- Season Finale: Part 1
(2006)
... Self - Host


- Episode #4.9
(2006)
... Self - Host


- Episode #4.8
(2006)
... Self - Host





Show all 36 episodes",2003,2006,keep_year
Jay Mohr,self-tt0416365,2004-2006,ESPN 25: Who's #1?,https://www.imdb.com/title/tt0416365/,3,"2004-2006

ESPN 25: Who's #1?
(TV Series documentary)

Self

- Anger Management
(2006)
... Self


- Best NBA Teams
(2004)
... Self


- Most Outrageous Characters
(2004)
... Self",2004,2006,keep_year
Jay Mohr,self-tt0787424,2006,The Top 5 Reasons You Can't Blame...,https://www.imdb.com/title/tt0787424/,1,"2006

The Top 5 Reasons You Can't Blame...
(TV Series)

Self

- Sports Illustrated for Publishing the Swimsuit Issue
(2006)
... Self",2006,0,keep_year
Jay Mohr,self-tt0260599,2001-2005,Beyond the Glory,https://www.imdb.com/title/tt0260599/,6,"2001-2005

Beyond the Glory
(TV Series documentary)

Narrator / Self - Narrator

- Steve Francis
(2005)
... Narrator (voice)


- The Ultimate Fighting Championship
(2005)
... Narrator (voice)


- Daytona 500
(2005)
... Narrator (voice)


- Joe Frazier
(2005)
... Narrator (voice)


- The Designated Hitter
(2005)
... Narrator (voice)





Show all 12 episodes",2001,2005,keep_year
Jay Mohr,self-tt1192888,2005,Road Trippin': The Making of 'Are We There Yet?',https://www.imdb.com/title/tt1192888/,0,"2005

Road Trippin': The Making of 'Are We There Yet?'
(Video documentary short)

Self - 'Marty'",2005,0,keep_year
Jay Mohr,self-tt0437931,2005,Comedy Central Roast of Jeff Foxworthy,https://www.imdb.com/title/tt0437931/,0,"2005

Comedy Central Roast of Jeff Foxworthy
(TV Special documentary)

Self",2005,0,keep_year
Jay Mohr,self-tt0407447,2004,Shorties Watchin' Shorties,https://www.imdb.com/title/tt0407447/,3,"2004

Shorties Watchin' Shorties
(TV Series)

Self

- Episode #1.9
(2004)
... Self


- Episode #1.4
(2004)
... Self


- Episode #1.1
(2004)
... Self",2004,0,keep_year
Jay Mohr,self-tt0202741,2004,The Man Show,https://www.imdb.com/title/tt0202741/,1,"2004

The Man Show
(TV Series)

AssWatch Salesman

- Joe & Doug Road Trip
(2004)
... AssWatch Salesman",2004,0,keep_year
Jay Mohr,self-tt0346440,2003,WFA 2,https://www.imdb.com/title/tt0346440/,0,"2003

WFA 2
(TV Series)

Self",2003,0,keep_year
Jay Mohr,self-tt0112056,2002,MADtv,https://www.imdb.com/title/tt0112056/,1,"2002

MADtv
(TV Series)

Self / Chris Penn

- Episode #8.2
(2002)
... Self / Chris Penn",2002,0,keep_year
Jay Mohr,self-tt0281438,2002,ESPN SportsCentury,https://www.imdb.com/title/tt0281438/,1,"2002

ESPN SportsCentury
(TV Series documentary)

Self

- Kevin Garnett
(2002)
... Self",2002,0,keep_year
Jay Mohr,self-tt0329888,2002,Mohr Sports,https://www.imdb.com/title/tt0329888/,0,"2002

Mohr Sports
(TV Series)

Self - Host",2002,0,keep_year
Jay Mohr,self-tt0287872,2002,Primetime Glick,https://www.imdb.com/title/tt0287872/,1,"2002

Primetime Glick
(TV Series)

Self

- Jay Mohr/Rosie O'Donnell
(2002)
... Self",2002,0,keep_year
Jay Mohr,self-tt3751492,2001,A Tribute to Our Heroes,https://www.imdb.com/title/tt3751492/,0,"2001

A Tribute to Our Heroes
(Video documentary short)

Self",2001,0,keep_year
Jay Mohr,self-tt0318220,2000,HBO First Look,https://www.imdb.com/title/tt0318220/,1,"2000

HBO First Look
(TV Series documentary short)

Self

- The Making of 'Pay It Forward'
(2000)
... Self",2000,0,keep_year
Jay Mohr,self-tt0221762,1999,The Martin Short Show,https://www.imdb.com/title/tt0221762/,1,"1999

The Martin Short Show
(TV Series)

Self

- Episode #1.31
(1999)
... Self",1999,0,keep_year
Jay Mohr,self-tt0266217,1999,The 51st Annual Primetime Emmy Awards,https://www.imdb.com/title/tt0266217/,0,"1999

The 51st Annual Primetime Emmy Awards
(TV Special)

Self",1999,0,keep_year
Jay Mohr,self-tt0115338,1999,The Rosie O'Donnell Show,https://www.imdb.com/title/tt0115338/,1,"1999

The Rosie O'Donnell Show
(TV Series)

Self

- Episode dated 9 September 1999
(1999)
... Self",1999,0,keep_year
Jay Mohr,self-tt0108742,1999,Dennis Miller Live,https://www.imdb.com/title/tt0108742/,1,"1999

Dennis Miller Live
(TV Series)

Self

- Competition
(1999)
... Self",1999,0,keep_year
Jay Mohr,self-tt0312324,1992,ABC TGIF,https://www.imdb.com/title/tt0312324/,6,"1992

ABC TGIF
(TV Series)

Self - Host / Self

- Episode #4.13
(1992)
... Self


- Episode #4.12
(1992)
... Self - Host


- Episode #4.11
(1992)
... Self - Host


- Episode #4.10
(1992)
... Self - Host


- Episode #4.9
(1992)
... Self - Host





Show all 10 episodes",1992,0,keep_year
Jay Mohr,self-tt0289026,1988,Stand-Up Spotlight,https://www.imdb.com/title/tt0289026/,0,"1988

Stand-Up Spotlight
(TV Series documentary)

Guest comedian",1988,0,keep_year
Kyle Mooney,actor-tt2861424,2021,Rick and Morty,https://www.imdb.com/title/tt2861424/,1,"2021

Rick and Morty
(TV Series)


- Rickdependence Spray
(2021)
... (voice)",2021,0,keep_year
Kyle Mooney,actor-tt9598214,2021,Naked Singularity,https://www.imdb.com/title/tt9598214/,0,"2021

Naked Singularity

The Golem",2021,0,keep_year
Kyle Mooney,actor-tt6905458,2020,The Shivering Truth,https://www.imdb.com/title/tt6905458/,1,"2020

The Shivering Truth
(TV Series)


- The Diff
(2020)
... (voice)",2020,0,keep_year
Kyle Mooney,actor-tt9775360,2019,Batman vs Teenage Mutant Ninja Turtles,https://www.imdb.com/title/tt9775360/,0,"2019

Batman vs Teenage Mutant Ninja Turtles
(Video)

Michelangelo (voice)",2019,0,keep_year
Kyle Mooney,actor-tt9881938,2014-2018,Saturday Night Live: Cut for Time,https://www.imdb.com/title/tt9881938/,6,"2014-2018

Saturday Night Live: Cut for Time
(TV Series)

Kenny / MC Strategy / Cleveland Cavaliers Player / ...

- Cars
(2018)
... Kenny


- Spirituality Rap
(2018)
... MC Strategy


- Cleveland Cavs Promo
(2018)
... Cleveland Cavaliers Player


- Fish Dreams
(2018)
... Fish Man


- New Year's Kiss
(2017)
... Friend





Show all 14 episodes",2014,2018,keep_year
Kyle Mooney,actor-tt7690016,2018,Never Goin' Back,https://www.imdb.com/title/tt7690016/,0,"2018

Never Goin' Back

Brandon",2018,0,keep_year
Kyle Mooney,actor-tt5805752,2017,Brigsby Bear,https://www.imdb.com/title/tt5805752/,0,"2017

Brigsby Bear

James",2017,0,keep_year
Kyle Mooney,actor-tt5911802,2016,Zoolander No. 2: French Toast Dresses and Other Lame Sh**T,https://www.imdb.com/title/tt5911802/,0,"2016

Zoolander No. 2: French Toast Dresses and Other Lame Sh**T
(Video short)

Don Atari",2016,0,keep_year
Kyle Mooney,actor-tt1608290,2016,Zoolander 2,https://www.imdb.com/title/tt1608290/,0,"2016

Zoolander 2

Don Atari",2016,0,keep_year
Kyle Mooney,actor-tt8509092,2015,Waco Valley,https://www.imdb.com/title/tt8509092/,0,"2015

Waco Valley

Senior Citizen's Group Leader",2015,0,keep_year
Kyle Mooney,actor-tt2507238,2015,Me Him Her,https://www.imdb.com/title/tt2507238/,0,"2015

Me Him Her

Hoot Morezit",2015,0,keep_year
Kyle Mooney,actor-tt3766394,2015,"Hello, My Name Is Doris",https://www.imdb.com/title/tt3766394/,0,"2015

Hello, My Name Is Doris

Niles",2015,0,keep_year
Kyle Mooney,actor-tt12944538,2014,Hello Ladies: The Movie,https://www.imdb.com/title/tt12944538/,0,"2014

Hello Ladies: The Movie

Rory",2014,0,keep_year
Kyle Mooney,actor-tt2176287,2014,Comedy Bang! Bang!,https://www.imdb.com/title/tt2176287/,1,"2014

Comedy Bang! Bang!
(TV Series)

Monty

- Nick Offerman Wears a Green Flannel Shirt & Brown Boots
(2014)
... Monty",2014,0,keep_year
Kyle Mooney,actor-tt2623562,2013,Youth Large,https://www.imdb.com/title/tt2623562/,0,"2013

Youth Large
(TV Movie)

Danus Apicary",2013,0,keep_year
Kyle Mooney,actor-tt2989024,2013,The Caper Kind/Swiss Mistake,https://www.imdb.com/title/tt2989024/,0,"2013

The Caper Kind/Swiss Mistake
(Short)

Lookey Lou",2013,0,keep_year
Kyle Mooney,actor-tt5877444,2013,Above Average Presents,https://www.imdb.com/title/tt5877444/,1,"2013

Above Average Presents
(TV Series)


- Finish What We Started - Behind the Scenes
(2013)",2013,0,keep_year
Kyle Mooney,actor-tt2782834,2013,iSteve,https://www.imdb.com/title/tt2782834/,0,"2013

iSteve

Father",2013,0,keep_year
Kyle Mooney,actor-tt1815776,2012,Kill Me Now,https://www.imdb.com/title/tt1815776/,0,"2012

Kill Me Now

Jake",2012,0,keep_year
Kyle Mooney,actor-tt2039625,2012,Epic Rap Battles of History,https://www.imdb.com/title/tt2039625/,1,"2012

Epic Rap Battles of History
(TV Series short)

John Watson

- Batman vs. Sherlock Holmes
(2012)
... John Watson",2012,0,keep_year
Kyle Mooney,actor-tt2234701,2011-2012,CollegeHumor Originals,https://www.imdb.com/title/tt2234701/,5,"2011-2012

CollegeHumor Originals
(TV Series)

Student / Guy 1

- Some Study That I Used to Know
(2012)
... Student


- Every & Seconds: Job Interview
(2012)
... Student


- Every Seven Seconds: The Tailor
(2012)
... Student


- Lost RPG
(2012)
... Student


- Sorority Pillow Fight
(2011)
... Guy 1",2011,2012,keep_year
Kyle Mooney,actor-tt2067501,2012,Cracked Advice Board,https://www.imdb.com/title/tt2067501/,1,"2012

Cracked Advice Board
(TV Series)

Little Boy

- Money-making Tips
(2012)
... Little Boy",2012,0,keep_year
Kyle Mooney,actor-tt1840327,2011,Grammar Class,https://www.imdb.com/title/tt1840327/,0,"2011

Grammar Class
(Short)

Henry",2011,0,keep_year
Kyle Mooney,actor-tt1721648,2010-2011,Pretend Time,https://www.imdb.com/title/tt1721648/,5,"2010-2011

Pretend Time
(TV Series)

Paul / Work Out Guy / Pat / ...

- Legalize Meth
(2011)
... Paul


- PETA Not on Set
(2011)
... Work Out Guy


- Monday Morning Meltdown
(2010)
... Pat


- I Just Got Voodoo'd
(2010)
... Ted


- The Leather Swingset with the Monkey and the Gun
(2010)
... Cameraman",2010,2011,keep_year
Kyle Mooney,actor-tt1266020,2011,Parks and Recreation,https://www.imdb.com/title/tt1266020/,1,"2011

Parks and Recreation
(TV Series)

Keith

- The Treaty
(2011)
... Keith",2011,0,keep_year
Kyle Mooney,actor-tt12949212,2011,Toro y Moi: How I Know,https://www.imdb.com/title/tt12949212/,0,"2011

Toro y Moi: How I Know
(Video short)",2011,0,keep_year
Kyle Mooney,actor-tt1815993,2010,The O.D.,https://www.imdb.com/title/tt1815993/,0,"2010

The O.D.
(Short)

Plain Jane",2010,0,keep_year
Kyle Mooney,actor-tt6267738,2007,My Mom's a MILF,https://www.imdb.com/title/tt6267738/,0,"2007

My Mom's a MILF
(Short)",2007,0,keep_year
Kyle Mooney,writer-tt5805752,2017,Brigsby Bear,https://www.imdb.com/title/tt5805752/,0,"2017

Brigsby Bear
(screenplay by) / (story by)",2017,0,keep_year
Kyle Mooney,writer-tt13806458,2012,Christmas Special,https://www.imdb.com/title/tt13806458/,0,"2012

Christmas Special
(Short)",2012,0,keep_year
Kyle Mooney,writer-tt6267840,2009,This Is How We Trip,https://www.imdb.com/title/tt6267840/,0,"2009

This Is How We Trip
(Short)",2009,0,keep_year
Kyle Mooney,writer-tt6267756,2008,420 Disaster,https://www.imdb.com/title/tt6267756/,0,"2008

420 Disaster
(Short)",2008,0,keep_year
Kyle Mooney,writer-tt6267726,2007,Is My Roommate Gay?,https://www.imdb.com/title/tt6267726/,0,"2007

Is My Roommate Gay?
(Short)",2007,0,keep_year
Kyle Mooney,producer-tt6267878,2008,Unbelievable Dinner,https://www.imdb.com/title/tt6267878/,0,"2008

Unbelievable Dinner
(Short) (executive producer)",2008,0,keep_year
Kyle Mooney,producer-tt6267750,2008,Outrageous Fun,https://www.imdb.com/title/tt6267750/,0,"2008

Outrageous Fun
(Short) (executive producer)",2008,0,keep_year
